	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_vs	sum-reads_Mi_vs	sum-reads_Mi_vs
ASV		forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	reverse	All	forward	merged	All	forward	merged	reverse	All	forward	reverse	All	forward	reverse	All
77	Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus	0.0	46.0	0.0	46.0	0.0	46.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	Chordata;Actinopteri;Perciformes;Liparidae;Liparis;Liparis mucosus	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;Scorpaenodes evides	0.0	416.0	0.0	416.0	0.0	412.0	0.0	412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes	9.0	3221.0	0.0	3230.0	9.0	2533.0	0.0	2542.0	9.0	3225.0	0.0	3234.0	9.0	3225.0	0.0	3234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus	0.0	269.0	0.0	269.0	0.0	269.0	0.0	269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus	14.0	6186.0	0.0	6200.0	14.0	6186.0	0.0	6200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys	0.0	200.0	0.0	200.0	0.0	200.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus	13.0	2258.0	0.0	2271.0	13.0	2258.0	0.0	2271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus	35.0	8928.0	6.0	8969.0	0.0	0.0	0.0	0.0	3.0	8928.0	6.0	8937.0	35.0	8928.0	6.0	8969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo salar	0.0	293.0	0.0	293.0	0.0	293.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis	0.0	17.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	Chordata;Actinopteri;Scombriformes;Scombridae;Scomber	30.0	13990.0	0.0	14020.0	30.0	14004.0	0.0	14034.0	0.0	14.0	0.0	14.0	0.0	14.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus	0.0	15.0	0.0	15.0	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;Mulloidichthys vanicolensis	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus multifasciatus	0.0	4.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistapus;Balistapus undulatus	2.0	57.0	0.0	59.0	2.0	57.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Odonus;Odonus niger	0.0	45.0	0.0	45.0	0.0	45.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus lunula	0.0	9.0	0.0	9.0	0.0	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus	0.0	5.0	0.0	5.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	Chordata;Aves;Pelecaniformes;Sulidae;Sula	0.0	5482.0	0.0	5482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	Chordata;Aves;Pelecaniformes;Sulidae;Sula;Sula dactylatra	18.0	0.0	0.0	18.0	0.0	5482.0	0.0	5482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus melanopterus	0.0	29.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae	16.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci	0.0	7.0	0.0	7.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	Chordata;Chondrichthyes;Lamniformes;Alopiidae;Cetorhinus;Cetorhinus maximus	4.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica	5.0	538.0	0.0	543.0	5.0	538.0	0.0	543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja binoculata	0.0	163.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus	16.0	8751.0	0.0	8767.0	0.0	8751.0	0.0	8751.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	Chordata;Mammalia;Cetacea;Delphinidae	0.0	523.0	0.0	523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	Chordata;Mammalia;Cetacea;Delphinidae;Steno;Steno bredanensis	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops truncatus	2.0	0.0	0.0	2.0	2.0	523.0	0.0	525.0	2.0	523.0	0.0	525.0	2.0	523.0	0.0	525.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca fascicularis	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens	18.0	5531.0	2.0	5551.0	18.0	5531.0	0.0	5549.0	18.0	5531.0	2.0	5551.0	18.0	5531.0	2.0	5551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	All	1129.0	410700.0	106.0	411935.0	1865.0	411450.0	81924.0	495239.0	1131.0	411186.0	67.0	412384.0	1129.0	411192.0	67.0	412388.0	58.0	10308.0	10366.0	73.0	44025.0	1768.0	45866.0	54.0	81.0	135.0	54.0	81.0	135.0
112	Chordata	0.0	0.0	0.0	0.0	734.0	90.0	81924.0	82748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	44025.0	1768.0	45866.0	0.0	0.0	0.0	0.0	0.0	0.0
113	Chordata;Actinopteri;;Pomacanthidae;Centropyge;Centropyge flavissima	0.0	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	Chordata;Actinopteri;;Pomacentridae	0.0	0.0	0.0	0.0	34.0	141.0	0.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis	0.0	0.0	0.0	0.0	0.0	13523.0	0.0	13523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus	0.0	0.0	0.0	0.0	0.0	463.0	0.0	463.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117	Chordata;Actinopteri;;Pomacentridae;Neopomacentrus	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118	Chordata;Actinopteri;;Pomacentridae;Pomachromis;Pomachromis richardsoni	0.0	0.0	0.0	0.0	0.0	31.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	Chordata;Actinopteri;;Sciaenidae;Argyrosomus;Argyrosomus japonicus	0.0	0.0	0.0	0.0	8.0	3125.0	0.0	3133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	Chordata;Actinopteri;;Sphyraenidae;Sphyrae;Sphyraena helleri	0.0	0.0	0.0	0.0	0.0	864.0	0.0	864.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus	0.0	0.0	0.0	0.0	0.0	46.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Naso;Naso lituratus	0.0	0.0	0.0	0.0	0.0	61.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	Chordata;Actinopteri;Anguilliformes	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;Odontesthes incisa	0.0	0.0	0.0	0.0	0.0	4535.0	0.0	4535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps	0.0	0.0	0.0	0.0	0.0	312.0	0.0	312.0	0.0	186.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon doederleinii	0.0	0.0	0.0	0.0	0.0	24.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia	0.0	0.0	0.0	0.0	0.0	772.0	0.0	772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia metzi	0.0	0.0	0.0	0.0	0.0	24.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus	0.0	0.0	0.0	0.0	0.0	91.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis	0.0	0.0	0.0	0.0	0.0	3454.0	0.0	3454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus	0.0	0.0	0.0	0.0	15.0	5330.0	0.0	5345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella leonina	0.0	0.0	0.0	0.0	2.0	16829.0	0.0	16831.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus	0.0	0.0	0.0	0.0	55.0	17532.0	0.0	17587.0	65.0	30569.0	2.0	30636.0	61.0	30569.0	2.0	30632.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis	0.0	0.0	0.0	0.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	Chordata;Actinopteri;Gobiiformes;Gobiidae;Luciogobius;Luciogobius guttatus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	Chordata;Actinopteri;Labriformes;Labridae;Anampses	0.0	0.0	0.0	0.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	Chordata;Actinopteri;Labriformes;Labridae;Hemigymnus	0.0	0.0	0.0	0.0	5.0	2325.0	0.0	2330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	Chordata;Actinopteri;Pempheriformes	0.0	0.0	0.0	0.0	2.0	277.0	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	Chordata;Actinopteri;Perciformes	0.0	0.0	0.0	0.0	7.0	3374.0	0.0	3381.0	0.0	46.0	2.0	48.0	26.0	46.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	6.0	6.0
140	Chordata;Actinopteri;Perciformes;Liparidae	0.0	0.0	0.0	0.0	0.0	15.0	0.0	15.0	0.0	15.0	0.0	15.0	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes auriculatus	0.0	0.0	0.0	0.0	0.0	58.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes saxicola	0.0	0.0	0.0	0.0	0.0	634.0	0.0	634.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss	0.0	0.0	0.0	0.0	35.0	8928.0	0.0	8963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus alalunga	0.0	0.0	0.0	0.0	0.0	17.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	Chordata;Aves;Apodiformes;Apodidae;Collocalia	0.0	0.0	0.0	0.0	18.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	Chordata;Chondrichthyes	0.0	0.0	0.0	0.0	16.0	0.0	0.0	16.0	16.0	0.0	0.0	16.0	3.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus	0.0	0.0	0.0	0.0	0.0	29.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja pulchra	0.0	0.0	0.0	0.0	0.0	163.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	Chordata;Mammalia;Carnivora;Otariidae	0.0	0.0	0.0	0.0	16.0	0.0	0.0	16.0	16.0	8751.0	0.0	8767.0	16.0	8751.0	0.0	8767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	Chordata;Mammalia;Cetacea;Delphinidae;Stenella	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	Chordata;Mammalia;Primates	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	Chordata;Actinopteri;Anabantiformes;Osphronemidae;Osphronemus;Osphronemus goramy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	39.0	0.0	44.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	Chordata;Actinopteri;Anguilliformes;Ophichthidae;Neenchelys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	Chordata;Actinopteri;Carangiformes;Carangidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	5330.0	0.0	5345.0	15.0	5330.0	0.0	5345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	54.0	0.0	0.0	0.0
158	Chordata;Actinopteri;Clupeiformes;Engraulidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25922.0	0.0	25922.0	48.0	25922.0	2.0	25972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	44.0	54.0	44.0	98.0
159	Chordata;Actinopteri;Gobiiformes;Gobiidae;Chaenogobius;Chaenogobius annularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	904.0	0.0	904.0	0.0	904.0	0.0	904.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	Chordata;Actinopteri;Labriformes;Labridae;Halichoeres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	Chordata;Actinopteri;Mugiliformes;Mugilidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3724.0	16.0	3740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	Chordata;Actinopteri;Myctophiformes;Myctophidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	79.0	0.0	79.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
