12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_2456	1	2	0	0	0	0	3		reverse		
reverse_12S_2457	1	0	0	0	0	2	3		reverse		
reverse_12S_2458	1	0	0	0	0	2	3		reverse		
reverse_12S_2459	1	1	0	0	0	1	3		reverse		
reverse_12S_2460	1	1	0	0	0	1	3		reverse		
reverse_12S_2461	1	0	0	0	0	2	3		reverse		
reverse_12S_2462	1	0	0	0	0	2	3		reverse		
reverse_12S_2463	1	0	0	0	1	1	3		reverse		
reverse_12S_2464	1	0	0	0	0	2	3		reverse		
reverse_12S_2465	1	0	0	0	0	2	3		reverse		
reverse_12S_2466	1	1	0	0	0	1	3		reverse		
reverse_12S_2467	1	1	0	0	0	1	3		reverse		
reverse_12S_2468	1	0	0	0	0	2	3		reverse		
reverse_12S_2469	1	1	0	0	0	1	3		reverse		
reverse_12S_2470	1	1	0	0	0	1	3		reverse		
reverse_12S_2471	1	1	0	0	0	1	3		reverse		
reverse_12S_2472	1	0	0	0	0	2	3		reverse		
reverse_12S_2473	1	1	0	0	0	1	3		reverse		
reverse_12S_2474	1	2	0	0	0	0	3		reverse		
reverse_12S_2475	1	0	0	0	0	2	3		reverse		
reverse_12S_2476	1	0	0	0	0	2	3		reverse		
reverse_12S_2477	1	1	0	0	0	1	3		reverse		
reverse_12S_2478	1	0	0	0	0	2	3		reverse		
reverse_12S_2479	1	0	0	0	0	2	3		reverse		
reverse_12S_2480	1	0	0	0	0	2	3		reverse		
reverse_12S_2481	1	0	0	0	0	2	3		reverse		
reverse_12S_2482	1	1	0	0	0	1	3		reverse		
reverse_12S_2483	1	0	0	0	0	2	3		reverse		
reverse_12S_2484	1	0	0	0	0	2	3		reverse		
reverse_12S_2485	1	1	0	0	0	1	3		reverse		
reverse_12S_2486	1	0	0	0	0	2	3		reverse		
reverse_12S_2487	1	0	0	0	0	2	3		reverse		
reverse_12S_2488	1	0	0	0	0	2	3		reverse		
reverse_12S_2489	1	0	0	0	0	2	3		reverse		
reverse_12S_2490	1	0	0	0	0	2	3		reverse		
reverse_12S_2491	1	0	0	0	0	2	3		reverse		
reverse_12S_2492	1	0	0	0	0	2	3		reverse		
reverse_12S_2493	1	1	0	0	0	1	3		reverse		
reverse_12S_2494	1	1	0	0	0	1	3		reverse		
reverse_12S_2495	1	1	0	0	0	1	3		reverse		
reverse_12S_2496	1	1	0	0	0	1	3		reverse		
reverse_12S_2497	1	0	0	0	0	2	3		reverse		
reverse_12S_2498	1	0	0	0	0	2	3		reverse		
reverse_12S_2499	1	1	0	0	0	1	3		reverse		
reverse_12S_2500	1	0	0	0	0	2	3		reverse		
reverse_12S_2501	1	0	0	0	0	2	3		reverse		
reverse_12S_2502	1	0	0	0	0	2	3		reverse		
reverse_12S_2503	1	1	0	0	0	1	3		reverse		
reverse_12S_2504	1	0	0	0	0	2	3		reverse		
reverse_12S_2505	1	0	0	0	0	2	3		reverse		
reverse_12S_2506	1	0	0	0	0	2	3		reverse		
reverse_12S_2507	1	1	0	0	0	1	3		reverse		
reverse_12S_2508	1	2	0	0	0	0	3		reverse		
reverse_12S_2509	1	1	0	0	0	1	3		reverse		
reverse_12S_2510	1	0	0	0	0	2	3		reverse		
reverse_12S_2511	1	0	0	0	0	2	3		reverse		
reverse_12S_2512	1	0	0	0	0	2	3		reverse		
reverse_12S_2513	1	2	0	0	0	0	3		reverse		
reverse_12S_2514	1	0	0	0	0	2	3		reverse		
reverse_12S_2515	1	0	0	0	0	2	3		reverse		
reverse_12S_2516	1	0	0	0	0	2	3		reverse		
reverse_12S_2517	1	0	0	0	0	2	3		reverse		
reverse_12S_2518	1	0	0	0	0	2	3		reverse		
reverse_12S_2519	1	0	0	0	0	2	3		reverse		
reverse_12S_2520	1	0	0	0	0	2	3		reverse		
reverse_12S_2521	1	1	0	0	0	1	3		reverse		
reverse_12S_2522	1	1	0	0	0	1	3		reverse		
reverse_12S_2523	1	0	0	0	0	2	3		reverse		
reverse_12S_2524	1	1	0	0	0	1	3		reverse		
reverse_12S_2525	1	1	0	0	0	1	3		reverse		
reverse_12S_2526	1	0	0	0	0	2	3		reverse		
reverse_12S_2527	1	0	0	0	0	2	3		reverse		
reverse_12S_2528	1	0	0	0	0	2	3		reverse		
reverse_12S_2529	1	1	0	0	0	1	3		reverse		
reverse_12S_2530	1	0	0	0	0	2	3		reverse		
reverse_12S_2531	1	2	0	0	0	0	3		reverse		
reverse_12S_2532	1	1	0	0	0	1	3		reverse		
reverse_12S_2533	1	2	0	0	0	0	3		reverse		
reverse_12S_2534	1	0	0	0	0	2	3		reverse		
reverse_12S_2535	1	1	0	0	0	1	3		reverse		
reverse_12S_2536	1	0	0	0	0	2	3		reverse		
reverse_12S_2537	1	0	0	0	0	2	3		reverse		
reverse_12S_2538	1	0	0	0	1	1	3		reverse		
reverse_12S_2539	1	0	0	0	0	2	3		reverse		
reverse_12S_2540	1	0	0	0	1	1	3		reverse		
reverse_12S_2541	1	2	0	0	0	0	3		reverse		
reverse_12S_2542	1	2	0	0	0	0	3		reverse		
reverse_12S_2543	1	2	0	0	0	0	3		reverse		
reverse_12S_2544	1	0	0	0	0	2	3		reverse		
reverse_12S_2545	1	0	0	0	0	2	3		reverse		
reverse_12S_2546	1	0	0	0	0	2	3		reverse		
reverse_12S_2547	1	1	0	0	0	1	3		reverse		
reverse_12S_2548	1	0	0	0	0	2	3		reverse		
reverse_12S_2549	1	0	0	0	0	2	3		reverse		
reverse_12S_2550	1	0	0	0	0	2	3		reverse		
reverse_12S_2551	1	0	0	0	0	2	3		reverse		
reverse_12S_2552	1	2	0	0	0	0	3		reverse		
reverse_12S_2553	1	0	0	0	0	2	3		reverse		
reverse_12S_2554	1	0	0	0	0	2	3		reverse		
reverse_12S_2555	1	0	0	0	0	2	3		reverse		
reverse_12S_2556	1	0	0	0	0	2	3		reverse		
reverse_12S_2557	1	0	0	0	0	2	3		reverse		
reverse_12S_2558	0	3	0	0	0	0	3		reverse		
reverse_12S_2559	0	3	0	0	0	0	3		reverse		
reverse_12S_2560	0	3	0	0	0	0	3		reverse		
reverse_12S_2561	0	3	0	0	0	0	3		reverse		
reverse_12S_2562	0	3	0	0	0	0	3		reverse		
reverse_12S_2563	0	3	0	0	0	0	3		reverse		
reverse_12S_2564	0	3	0	0	0	0	3		reverse		
reverse_12S_2565	0	3	0	0	0	0	3		reverse		
reverse_12S_2566	0	3	0	0	0	0	3		reverse		
reverse_12S_2567	0	3	0	0	0	0	3		reverse		
reverse_12S_2568	0	3	0	0	0	0	3		reverse		
reverse_12S_2569	0	3	0	0	0	0	3		reverse		
reverse_12S_2570	0	3	0	0	0	0	3		reverse		
reverse_12S_2571	0	3	0	0	0	0	3		reverse		
reverse_12S_2572	0	3	0	0	0	0	3		reverse		
reverse_12S_2573	0	3	0	0	0	0	3		reverse		
reverse_12S_2574	0	3	0	0	0	0	3		reverse		
reverse_12S_2575	0	3	0	0	0	0	3		reverse		
reverse_12S_2576	0	3	0	0	0	0	3		reverse		
reverse_12S_2577	0	3	0	0	0	0	3		reverse		
reverse_12S_2578	0	3	0	0	0	0	3		reverse		
reverse_12S_2579	0	3	0	0	0	0	3		reverse		
reverse_12S_2580	0	3	0	0	0	0	3		reverse		
reverse_12S_2581	0	3	0	0	0	0	3		reverse		
reverse_12S_2582	0	3	0	0	0	0	3		reverse		
reverse_12S_2583	0	3	0	0	0	0	3		reverse		
reverse_12S_2584	0	3	0	0	0	0	3		reverse		
reverse_12S_2585	0	3	0	0	0	0	3		reverse		
reverse_12S_2586	0	3	0	0	0	0	3		reverse		
reverse_12S_2587	0	3	0	0	0	0	3		reverse		
reverse_12S_2588	0	3	0	0	0	0	3		reverse		
reverse_12S_2589	0	3	0	0	0	0	3		reverse		
reverse_12S_2590	0	3	0	0	0	0	3		reverse		
reverse_12S_2591	0	3	0	0	0	0	3		reverse		
reverse_12S_2592	0	3	0	0	0	0	3		reverse		
reverse_12S_2593	0	3	0	0	0	0	3		reverse		
reverse_12S_2594	0	3	0	0	0	0	3		reverse		
reverse_12S_2595	0	2	0	0	0	1	3		reverse		
reverse_12S_2596	0	2	0	0	0	1	3		reverse		
reverse_12S_2597	0	2	0	0	0	1	3		reverse		
reverse_12S_2598	0	2	0	0	0	1	3		reverse		
reverse_12S_2599	0	2	0	0	0	1	3		reverse		
reverse_12S_2600	0	2	0	0	0	1	3		reverse		
reverse_12S_2601	0	2	0	0	0	1	3		reverse		
reverse_12S_2602	0	2	0	0	0	1	3		reverse		
reverse_12S_2603	0	2	0	0	0	1	3		reverse		
reverse_12S_2604	0	2	0	0	0	1	3		reverse		
reverse_12S_2605	0	2	0	0	0	1	3		reverse		
reverse_12S_2606	0	2	0	0	0	1	3		reverse		
reverse_12S_2607	0	2	0	0	0	1	3		reverse		
reverse_12S_2608	0	2	0	0	0	1	3		reverse		
reverse_12S_2609	0	2	0	0	0	1	3		reverse		
reverse_12S_2610	0	2	0	0	0	1	3		reverse		
reverse_12S_2611	0	2	0	0	0	1	3		reverse		
reverse_12S_2612	0	2	0	0	0	1	3		reverse		
reverse_12S_2613	0	2	0	0	0	1	3		reverse		
reverse_12S_2614	0	2	0	0	0	1	3		reverse		
reverse_12S_2615	0	1	0	0	0	2	3		reverse		
reverse_12S_2616	0	1	0	0	0	2	3		reverse		
reverse_12S_2617	0	1	0	0	0	2	3		reverse		
reverse_12S_2618	0	1	0	0	0	2	3		reverse		
reverse_12S_2619	0	1	0	0	0	2	3		reverse		
reverse_12S_2620	0	1	0	0	0	2	3		reverse		
reverse_12S_2621	0	1	0	0	0	2	3		reverse		
reverse_12S_2622	0	1	0	0	0	2	3		reverse		
reverse_12S_2623	0	1	0	0	0	2	3		reverse		
reverse_12S_2624	0	1	0	0	0	2	3		reverse		
reverse_12S_2625	0	1	0	0	0	2	3		reverse		
reverse_12S_2626	0	1	0	0	1	1	3		reverse		
reverse_12S_2627	0	1	0	0	0	2	3		reverse		
reverse_12S_2628	0	1	0	0	0	2	3		reverse		
reverse_12S_2629	0	1	0	0	0	2	3		reverse		
reverse_12S_2630	0	1	0	0	0	2	3		reverse		
reverse_12S_2631	0	1	0	0	0	2	3		reverse		
reverse_12S_2632	0	1	0	0	0	2	3		reverse		
reverse_12S_2633	0	1	0	0	0	2	3		reverse		
reverse_12S_2634	0	1	0	0	0	2	3		reverse		
reverse_12S_2635	0	1	0	0	0	2	3		reverse		
reverse_12S_2636	0	1	0	0	0	2	3		reverse		
reverse_12S_2637	0	1	0	0	0	2	3		reverse		
reverse_12S_2638	0	1	0	0	0	2	3		reverse		
reverse_12S_2639	0	1	0	0	0	2	3		reverse		
reverse_12S_2640	0	1	0	0	0	2	3		reverse		
reverse_12S_2641	0	1	0	0	0	2	3		reverse		
reverse_12S_2642	0	1	0	0	0	2	3		reverse		
reverse_12S_2643	0	1	0	0	0	2	3		reverse		
reverse_12S_2644	0	1	0	0	0	2	3		reverse		
reverse_12S_2645	0	1	0	0	0	2	3		reverse		
reverse_12S_2646	0	1	0	0	0	2	3		reverse		
reverse_12S_2647	0	1	0	0	0	2	3		reverse		
reverse_12S_2648	0	1	0	0	0	2	3		reverse		
reverse_12S_2649	0	1	0	0	0	2	3		reverse		
reverse_12S_2650	0	1	0	0	0	2	3		reverse		
reverse_12S_2651	0	1	0	0	0	2	3		reverse		
reverse_12S_2652	0	1	0	0	0	2	3		reverse		
reverse_12S_2653	0	1	0	0	0	2	3		reverse		
reverse_12S_2654	0	1	0	0	0	2	3		reverse		
reverse_12S_2655	0	1	0	0	0	2	3		reverse		
reverse_12S_2656	0	0	3	0	0	0	3		reverse		
reverse_12S_2657	0	0	3	0	0	0	3		reverse		Chordata;Actinopteri;;;;
reverse_12S_2658	0	0	0	2	1	0	3		reverse		Chordata;Actinopteri;;;;
reverse_12S_2659	0	0	0	0	3	0	3		reverse		Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_2660	0	0	0	0	3	0	3		reverse		Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_2661	0	0	0	0	0	3	3		reverse		
reverse_12S_2662	0	0	0	0	0	3	3		reverse		
reverse_12S_2663	0	0	0	0	0	3	3		reverse		
reverse_12S_2664	0	0	0	0	0	3	3		reverse		
reverse_12S_2665	0	0	0	0	0	3	3		reverse		
reverse_12S_2666	0	0	0	0	0	3	3		reverse		
reverse_12S_2667	0	0	0	0	0	3	3		reverse		
reverse_12S_2668	0	0	0	0	0	3	3		reverse		
reverse_12S_2669	0	0	0	0	0	3	3		reverse		
reverse_12S_2670	0	0	0	0	0	3	3		reverse		
reverse_12S_2671	0	0	0	0	0	3	3		reverse		
reverse_12S_2672	0	0	0	0	0	3	3		reverse		
reverse_12S_2673	0	0	0	0	0	3	3		reverse		
reverse_12S_2674	0	0	0	0	0	3	3		reverse		
reverse_12S_2675	0	0	0	0	0	3	3		reverse		
reverse_12S_2676	0	0	0	0	0	3	3		reverse		
reverse_12S_2677	0	0	0	0	0	3	3		reverse		
reverse_12S_2678	0	0	0	0	0	3	3		reverse		
reverse_12S_2679	0	0	0	0	0	3	3		reverse		
reverse_12S_2680	0	0	0	0	0	3	3		reverse		
reverse_12S_2681	0	0	0	0	0	3	3		reverse		
reverse_12S_2682	0	0	0	0	0	3	3		reverse		
reverse_12S_2683	0	0	0	0	0	3	3		reverse		
reverse_12S_2684	0	0	0	0	0	3	3		reverse		
reverse_12S_2685	0	0	0	0	0	3	3		reverse		
reverse_12S_2686	0	0	0	0	0	3	3		reverse		
reverse_12S_2687	0	0	0	0	0	3	3		reverse		
reverse_12S_2688	0	0	0	0	0	3	3		reverse		
reverse_12S_2689	0	0	0	0	0	3	3		reverse		
reverse_12S_2690	0	0	0	0	0	3	3		reverse		
reverse_12S_2691	0	0	0	0	0	3	3		reverse		
reverse_12S_2692	0	0	0	0	0	3	3		reverse		
reverse_12S_2693	0	0	0	0	0	3	3		reverse		
reverse_12S_2694	0	0	0	0	0	3	3		reverse		
reverse_12S_2695	0	0	0	0	0	3	3		reverse		
reverse_12S_2696	0	0	0	0	0	3	3		reverse		
reverse_12S_2697	0	0	0	0	0	3	3		reverse		
reverse_12S_2698	0	0	0	0	0	3	3		reverse		
reverse_12S_2699	0	0	0	0	0	3	3		reverse		
reverse_12S_2700	0	0	0	0	0	3	3		reverse		
reverse_12S_2701	0	0	0	0	0	3	3		reverse		
reverse_12S_2702	0	0	0	0	0	3	3		reverse		
reverse_12S_2703	0	0	0	0	0	3	3		reverse		
reverse_12S_2704	0	0	0	0	0	3	3		reverse		
reverse_12S_2705	0	0	0	0	0	3	3		reverse		
reverse_12S_2706	0	0	0	0	0	3	3		reverse		
reverse_12S_2707	0	0	0	0	0	3	3		reverse		
reverse_12S_2708	0	0	0	0	0	3	3		reverse		
reverse_12S_2709	0	0	0	0	0	3	3		reverse		
reverse_12S_2710	0	0	0	0	0	3	3		reverse		
reverse_12S_2711	0	0	0	0	0	3	3		reverse		
reverse_12S_2712	0	0	0	0	0	3	3		reverse		
reverse_12S_2713	0	0	0	0	0	3	3		reverse		
reverse_12S_2714	0	0	0	0	0	3	3		reverse		
reverse_12S_2715	0	0	0	0	0	3	3		reverse		
reverse_12S_2716	0	0	0	0	0	3	3		reverse		
reverse_12S_2717	0	0	0	0	0	3	3		reverse		
reverse_12S_2718	0	0	0	0	0	3	3		reverse		
reverse_12S_2719	0	0	0	0	0	3	3		reverse		
reverse_12S_2720	0	0	0	0	0	3	3		reverse		
reverse_12S_2721	0	0	0	0	0	3	3		reverse		
reverse_12S_2722	0	0	0	0	0	3	3		reverse		
reverse_12S_2723	0	0	0	0	0	3	3		reverse		
reverse_12S_2724	0	0	0	0	0	3	3		reverse		
reverse_12S_2725	0	0	0	0	0	3	3		reverse		
reverse_12S_2726	0	0	0	0	0	3	3		reverse		
reverse_12S_2727	0	0	0	0	0	3	3		reverse		
reverse_12S_2728	0	0	0	0	0	3	3		reverse		
reverse_12S_2729	0	0	0	0	0	3	3		reverse		
reverse_12S_2730	0	0	0	0	0	3	3		reverse		
reverse_12S_2731	0	0	0	0	0	3	3		reverse		
reverse_12S_2732	0	0	0	0	0	3	3		reverse		
reverse_12S_2733	0	0	0	0	0	3	3		reverse		
reverse_12S_2734	0	0	0	0	0	3	3		reverse		
reverse_12S_2735	0	0	0	0	0	3	3		reverse		
reverse_12S_2736	0	0	0	0	0	3	3		reverse		
reverse_12S_2737	0	0	0	0	0	3	3		reverse		
reverse_12S_2738	0	0	0	0	0	3	3		reverse		
reverse_12S_2739	0	0	0	0	0	3	3		reverse		
reverse_12S_2740	0	0	0	0	0	3	3		reverse		
reverse_12S_2741	0	0	0	0	0	3	3		reverse		
reverse_12S_2742	0	0	0	0	0	3	3		reverse		
reverse_12S_2743	0	0	0	0	0	3	3		reverse		
reverse_12S_2744	0	0	0	0	0	3	3		reverse		
reverse_12S_2745	0	0	0	0	0	3	3		reverse		
reverse_12S_2746	0	0	0	0	0	3	3		reverse		
reverse_12S_2747	0	0	0	0	0	3	3		reverse		
reverse_12S_2748	0	0	0	0	0	3	3		reverse		
reverse_12S_2749	0	0	0	0	0	3	3		reverse		
reverse_12S_2750	0	0	0	0	0	3	3		reverse		
reverse_12S_2751	0	0	0	0	0	3	3		reverse		
reverse_12S_2752	0	0	0	0	0	3	3		reverse		
reverse_12S_2753	0	0	0	0	0	3	3		reverse		
reverse_12S_2754	0	0	0	0	0	3	3		reverse		
reverse_12S_2755	0	0	0	0	0	3	3		reverse		
reverse_12S_2756	0	0	0	0	0	3	3		reverse		
reverse_12S_2757	0	0	0	0	0	3	3		reverse		
reverse_12S_2758	0	0	0	0	0	3	3		reverse		
reverse_12S_2759	0	0	0	0	0	3	3		reverse		
reverse_12S_2760	0	0	0	0	0	3	3		reverse		
reverse_12S_2761	0	0	0	0	0	3	3		reverse		
reverse_12S_2762	0	0	0	0	0	3	3		reverse		
reverse_12S_2763	0	0	0	0	0	3	3		reverse		
reverse_12S_2764	0	0	0	0	0	3	3		reverse		
reverse_12S_2765	0	0	0	0	0	3	3		reverse		
reverse_12S_2766	0	0	0	0	0	3	3		reverse		
reverse_12S_2767	0	0	0	0	0	3	3		reverse		
reverse_12S_2768	0	0	0	0	0	3	3		reverse		
reverse_12S_2769	0	0	0	0	0	3	3		reverse		
reverse_12S_2770	0	0	0	0	0	3	3		reverse		
reverse_12S_2771	0	0	0	0	0	3	3		reverse		
reverse_12S_2772	0	0	0	0	0	3	3		reverse		
reverse_12S_2773	0	0	0	0	0	3	3		reverse		
reverse_12S_2774	0	0	0	0	0	3	3		reverse		
reverse_12S_2775	0	0	0	0	0	3	3		reverse		
reverse_12S_2776	0	0	0	0	0	3	3		reverse		
reverse_12S_2777	0	0	0	0	0	3	3		reverse		
reverse_12S_2778	0	0	0	0	0	3	3		reverse		
reverse_12S_2779	0	0	0	0	0	3	3		reverse		
reverse_12S_2780	0	0	0	0	0	3	3		reverse		
reverse_12S_2781	0	0	0	0	0	3	3		reverse		
reverse_12S_2782	0	0	0	0	0	3	3		reverse		
reverse_12S_2783	0	0	0	0	0	3	3		reverse		
reverse_12S_2784	0	0	0	0	0	3	3		reverse		
reverse_12S_2785	0	0	0	0	0	3	3		reverse		
reverse_12S_2786	0	0	0	0	0	3	3		reverse		
reverse_12S_2787	0	0	0	0	0	3	3		reverse		
reverse_12S_2788	0	0	0	0	0	3	3		reverse		
reverse_12S_2789	0	0	0	0	0	3	3		reverse		
reverse_12S_2790	0	0	0	0	0	3	3		reverse		
reverse_12S_2791	0	0	0	0	0	3	3		reverse		
reverse_12S_2792	0	0	0	0	0	3	3		reverse		
reverse_12S_2793	0	0	0	0	0	3	3		reverse		
reverse_12S_2794	0	0	0	0	0	3	3		reverse		
reverse_12S_2795	0	0	0	0	0	3	3		reverse		
reverse_12S_2796	0	0	0	0	0	3	3		reverse		
reverse_12S_2797	0	0	0	0	0	3	3		reverse		
reverse_12S_2798	0	0	0	0	0	3	3		reverse		
reverse_12S_2799	0	0	0	0	0	3	3		reverse		
reverse_12S_2800	0	0	0	0	0	3	3		reverse		
reverse_12S_2801	0	0	0	0	0	3	3		reverse		
reverse_12S_2802	0	0	0	0	0	3	3		reverse		
reverse_12S_2803	0	0	0	0	0	3	3		reverse		
reverse_12S_2804	0	0	0	0	0	3	3		reverse		
reverse_12S_2805	0	0	0	0	0	3	3		reverse		
reverse_12S_2806	0	0	0	0	0	3	3		reverse		
reverse_12S_2807	0	0	0	0	0	3	3		reverse		
reverse_12S_2808	0	0	0	0	0	3	3		reverse		
reverse_12S_2809	0	0	0	0	0	3	3		reverse		
reverse_12S_2810	0	0	0	0	0	3	3		reverse		
reverse_12S_2811	0	0	0	0	0	3	3		reverse		
reverse_12S_2812	0	0	0	0	0	3	3		reverse		
reverse_12S_2813	0	0	0	0	0	3	3		reverse		
reverse_12S_2814	0	0	0	0	0	3	3		reverse		
reverse_12S_2815	0	0	0	0	0	3	3		reverse		
reverse_12S_2816	0	0	0	0	0	3	3		reverse		
reverse_12S_2817	0	0	0	0	0	3	3		reverse		
reverse_12S_2818	0	0	0	0	0	3	3		reverse		
reverse_12S_2819	0	0	0	0	0	3	3		reverse		
reverse_12S_2820	0	0	0	0	0	3	3		reverse		
reverse_12S_2821	0	0	0	0	0	3	3		reverse		
reverse_12S_2822	0	0	0	0	0	3	3		reverse		
reverse_12S_2823	0	0	0	0	0	3	3		reverse		
reverse_12S_2824	0	0	0	0	0	3	3		reverse		
reverse_12S_2825	0	0	0	0	0	3	3		reverse		
reverse_12S_2826	0	0	0	0	0	3	3		reverse		
reverse_12S_2827	0	0	0	0	0	3	3		reverse		
reverse_12S_2828	0	0	0	0	0	3	3		reverse		
reverse_12S_2829	0	0	0	0	0	3	3		reverse		
reverse_12S_2830	0	0	0	0	0	3	3		reverse		
reverse_12S_2831	0	0	0	0	0	3	3		reverse		
reverse_12S_2832	0	0	0	0	0	3	3		reverse		
reverse_12S_2833	0	0	0	0	0	3	3		reverse		
reverse_12S_2834	0	0	0	0	0	3	3		reverse		
reverse_12S_2835	0	0	0	0	0	3	3		reverse		
reverse_12S_2836	0	0	0	0	0	3	3		reverse		
reverse_12S_2837	0	0	0	0	0	3	3		reverse		
reverse_12S_2838	0	0	0	0	0	3	3		reverse		
reverse_12S_2839	0	0	0	0	0	3	3		reverse		
reverse_12S_2840	0	0	0	0	0	3	3		reverse		
reverse_12S_2841	0	0	0	0	0	3	3		reverse		
reverse_12S_2842	0	0	0	0	0	3	3		reverse		
reverse_12S_2843	0	0	0	0	0	3	3		reverse		
reverse_12S_2844	0	0	0	0	0	3	3		reverse		
forward_12S_138	1	0	0	0	1	0	2	forward			
forward_12S_139	1	0	1	0	0	0	2	forward			Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistapus;Balistapus undulatus
forward_12S_140	0	1	1	0	0	0	2	forward			Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus sordidus
forward_12S_141	0	1	0	1	0	0	2	forward			Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_142	0	1	1	0	0	0	2	forward			Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_143	0	1	0	0	1	0	2	forward			Chordata;Actinopteri;;;;
forward_12S_144	0	0	2	0	0	0	2	forward			
forward_12S_145	0	0	2	0	0	0	2	forward			
forward_12S_146	0	0	2	0	0	0	2	forward			
forward_12S_147	0	0	2	0	0	0	2	forward			
forward_12S_148	0	0	2	0	0	0	2	forward			
forward_12S_149	0	0	2	0	0	0	2	forward			
forward_12S_150	0	0	2	0	0	0	2	forward			
forward_12S_151	0	0	2	0	0	0	2	forward			
forward_12S_152	0	0	2	0	0	0	2	forward			
forward_12S_153	0	0	2	0	0	0	2	forward			
forward_12S_154	0	0	2	0	0	0	2	forward			
forward_12S_155	0	0	2	0	0	0	2	forward			
forward_12S_156	0	0	2	0	0	0	2	forward			
forward_12S_157	0	0	2	0	0	0	2	forward			
forward_12S_158	0	0	2	0	0	0	2	forward			
forward_12S_159	0	0	2	0	0	0	2	forward			
forward_12S_160	0	0	2	0	0	0	2	forward			
forward_12S_161	0	0	2	0	0	0	2	forward			
forward_12S_162	0	0	2	0	0	0	2	forward			
forward_12S_163	0	0	2	0	0	0	2	forward			
forward_12S_164	0	0	2	0	0	0	2	forward			
forward_12S_165	0	0	2	0	0	0	2	forward			
forward_12S_166	0	0	2	0	0	0	2	forward			
forward_12S_167	0	0	2	0	0	0	2	forward			
forward_12S_168	0	0	2	0	0	0	2	forward			
forward_12S_169	0	0	2	0	0	0	2	forward			
forward_12S_170	0	0	2	0	0	0	2	forward			
forward_12S_171	0	0	2	0	0	0	2	forward			Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus
forward_12S_172	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;
forward_12S_173	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_174	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_175	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_176	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_177	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_178	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
forward_12S_179	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;Gobiiformes;Gobiidae;Gillichthys;
forward_12S_180	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;;;;
forward_12S_181	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;;;;
forward_12S_182	0	0	2	0	0	0	2	forward			Chordata;Actinopteri;;;;
forward_12S_183	0	0	2	0	0	0	2	forward			
forward_12S_184	0	0	2	0	0	0	2	forward			
forward_12S_185	0	0	2	0	0	0	2	forward			
forward_12S_186	0	0	2	0	0	0	2	forward			
forward_12S_187	0	0	1	1	0	0	2	forward			
forward_12S_188	0	0	1	0	1	0	2	forward			
forward_12S_189	0	0	1	0	1	0	2	forward			
forward_12S_190	0	0	1	0	1	0	2	forward			
forward_12S_191	0	0	1	0	1	0	2	forward			
forward_12S_192	0	0	1	0	1	0	2	forward			
forward_12S_193	0	0	1	1	0	0	2	forward			
forward_12S_194	0	0	1	0	1	0	2	forward			
forward_12S_195	0	0	1	1	0	0	2	forward			
forward_12S_196	0	0	1	1	0	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_197	0	0	1	1	0	0	2	forward			Chordata;Actinopteri;;Sciaenidae;;
forward_12S_198	0	0	1	1	0	0	2	forward			Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus
forward_12S_199	0	0	1	0	1	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_200	0	0	1	0	1	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
forward_12S_201	0	0	1	0	1	0	2	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
