	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2	land1_Hi_bl	land2_Hi_bl	land3_Hi_bl	sea1_Hi_bl	sea2_Hi_bl	sea3_Hi_bl	land1_Hi_vs	land2_Hi_vs	land3_Hi_vs	sea1_Hi_vs	sea2_Hi_vs	sea3_Hi_vs
194	Chordata;Actinopteri;Anabantiformes;Osphronemidae;Osphronemus;Osphronemus goramy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	0.0
195	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	16.0	12.0	11.0	0.0	0.0	0.0	21.0
196	Chordata;Actinopteri;Anguilliformes;Ophichthidae;Neenchelys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197	Chordata;Actinopteri;Carangiformes;Carangidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	16.0	0.0	5322.0	0.0	7.0	0.0	16.0	0.0	5322.0
198	Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
199	Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
200	Chordata;Actinopteri;Clupeiformes;Engraulidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	143.0	18.0	1849.0	25.0	23885.0	2.0	143.0	18.0	1851.0	25.0	23933.0
201	Chordata;Actinopteri;Gobiiformes;Gobiidae;Chaenogobius;Chaenogobius annularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
202	Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831.0	73.0	0.0	0.0	0.0	0.0	831.0	73.0	0.0
203	Chordata;Actinopteri;Labriformes;Labridae;Halichoeres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
204	Chordata;Actinopteri;Mugiliformes;Mugilidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3737.0	0.0	0.0	0.0	0.0	0.0	0.0
205	Chordata;Actinopteri;Myctophiformes;Myctophidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	16.0	39.0	5.0	0.0	19.0	0.0	16.0	39.0	5.0
206	Chordata;Actinopteri;NA;Embiotocidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	55.0	1794.0	775.0	0.0	0.0	0.0	0.0	0.0	0.0
207	Chordata;Actinopteri;NA;Pomacentridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	57.0	87.0	1515.0	10257.0	2257.0	27.0	57.0	87.0	1540.0	10270.0	2462.0
208	Chordata;Actinopteri;Perciformes;Platycephalidae;Rogadius;Rogadius pristiger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
209	Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2270.0	200.0	0.0	0.0	0.0	1.0	2270.0	200.0
210	Chordata;Actinopteri;Salmoniformes;Salmonidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	293.0
211	Chordata;Actinopteri;Scombriformes;Scombridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	24.0	12.0	0.0	13966.0	0.0	0.0	0.0	0.0	0.0	0.0
212	Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	18.0	24.0	12.0	17.0	13966.0
213	Chordata;Actinopteri;Tetraodontiformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3626.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
214	Chordata;Actinopteri;Tetraodontiformes;Balistidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	18.0	0.0	40.0	55.0	0.0	0.0	18.0	0.0	40.0
215	Chordata;Aves	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5498.0	5.0	2.0	0.0	0.0	0.0	18.0	5.0	0.0
216	Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Glyphis;Glyphis glyphis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
217	Chordata;Chondrichthyes;Lamniformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	13.0	1.0
218	Chordata;Chondrichthyes;Lamniformes;Alopiidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	Chordata;Chondrichthyes;Myliobatiformes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	45.0	465.0	0.0	20.0	0.0	8.0	45.0	470.0
220	Chordata;Chondrichthyes;Pristiformes/Rhiniformes group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
221	Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
222	Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0
223	Chordata;Actinopteri;Centrarchiformes;Kyphosidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	9.0	13.0
224	Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Gadopsis;Gadopsis bispinosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0
225	Chordata;Actinopteri;NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	55.0	2604.0	815.0
226	Chordata;Actinopteri;NA;Pomacanthidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	3.0	0.0	0.0
227	Chordata;Actinopteri;Perciformes;Sebastidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	11.0
228	Chordata;Actinopteri;Perciformes;Stichaeidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0
229	Chordata;Aves;Apodiformes;Apodidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5480.0	0.0	2.0
230	Chordata;Mammalia;Primates;Hominidae;Pan;Pan troglodytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
