12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
reverse_12S_3040	2	0	0	0	0	0		reverse		Chordata	0.99618924
reverse_12S_3041	2	0	0	0	0	0		reverse		Chordata	0.996156394
reverse_12S_3042	2	0	0	0	0	0		reverse		Chordata	0.996230967
reverse_12S_3043	2	0	0	0	0	0		reverse		Chordata	0.996502617
reverse_12S_3044	2	0	0	0	0	0		reverse		Chordata	0.996363812
reverse_12S_3045	2	0	0	0	0	0		reverse		Chordata	0.99712813
reverse_12S_3046	2	0	0	0	0	0		reverse		Chordata	0.99671708
reverse_12S_3047	2	0	0	0	0	0		reverse		Chordata	0.997098859
reverse_12S_3048	2	0	0	0	0	0		reverse		Chordata	0.996880823
reverse_12S_3049	2	0	0	0	0	0		reverse		Chordata	0.996612597
reverse_12S_305	3	2	0	0	0	37		reverse		Chordata	0.996607154
reverse_12S_3050	2	0	0	0	0	0		reverse		Chordata	0.99678928
reverse_12S_3051	2	0	0	0	0	0		reverse		Chordata	0.996782925
reverse_12S_3052	2	0	0	0	0	0		reverse		Chordata	0.996558515
reverse_12S_3053	2	0	0	0	0	0		reverse		Chordata	0.996574894
reverse_12S_3054	2	0	0	0	0	0		reverse		Chordata	0.996509991
reverse_12S_3055	2	0	0	0	0	0		reverse		Chordata	0.996804664
reverse_12S_3056	2	0	0	0	0	0		reverse		Chordata	0.996126005
reverse_12S_3057	2	0	0	0	0	0		reverse		Chordata	0.99637146
reverse_12S_3058	2	0	0	0	0	0		reverse		Chordata	0.996582135
reverse_12S_3059	2	0	0	0	0	0		reverse		Chordata	0.996736012
reverse_12S_306	41	0	0	0	0	0		reverse		Chordata	0.995964166
reverse_12S_3060	2	0	0	0	0	0		reverse		Chordata	0.996538331
reverse_12S_3061	2	0	0	0	0	0		reverse		Chordata	0.996541292
reverse_12S_3062	2	0	0	0	0	0		reverse		Chordata	0.996401021
reverse_12S_3063	2	0	0	0	0	0		reverse		Chordata	0.99662895
reverse_12S_3064	2	0	0	0	0	0		reverse		Chordata	0.996443579
reverse_12S_3065	2	0	0	0	0	0		reverse		Chordata	0.996480321
reverse_12S_3066	2	0	0	0	0	0		reverse		Chordata	0.996815803
reverse_12S_3067	2	0	0	0	0	0		reverse		Chordata	0.996335688
reverse_12S_3068	2	0	0	0	0	0		reverse		Chordata	0.996185575
reverse_12S_3069	2	0	0	0	0	0		reverse		Chordata	0.99672236
reverse_12S_307	39	2	0	0	0	0		reverse		Chordata	0.995869688
reverse_12S_3070	2	0	0	0	0	0		reverse		Chordata	0.996691055
reverse_12S_3071	2	0	0	0	0	0		reverse		Chordata	0.996723823
reverse_12S_3072	2	0	0	0	0	0		reverse		Chordata	0.996708735
reverse_12S_3073	2	0	0	0	0	0		reverse		Chordata	0.99565887
reverse_12S_3074	2	0	0	0	0	0		reverse		Chordata	0.99639952
reverse_12S_3075	2	0	0	0	0	0		reverse		Chordata	0.996500828
reverse_12S_3076	2	0	0	0	0	0		reverse		Chordata	0.996705743
reverse_12S_3077	2	0	0	0	0	0		reverse		Chordata	0.996980198
reverse_12S_3078	2	0	0	0	0	0		reverse		Chordata	0.996469262
reverse_12S_3079	2	0	0	0	0	0		reverse		Chordata	0.996718476
reverse_12S_308	27	2	0	0	0	12		reverse		Chordata	0.996086447
reverse_12S_3080	2	0	0	0	0	0		reverse		Chordata	0.995557776
reverse_12S_3081	2	0	0	0	0	0		reverse		Chordata	0.996797722
reverse_12S_3082	2	0	0	0	0	0		reverse		Chordata	0.996516694
reverse_12S_3083	2	0	0	0	0	0		reverse		Chordata	0.996443448
reverse_12S_3084	2	0	0	0	0	0		reverse		Chordata	0.996748906
reverse_12S_3085	2	0	0	0	0	0		reverse		Chordata	0.996433121
reverse_12S_3086	2	0	0	0	0	0		reverse		Chordata	0.99689927
reverse_12S_3087	2	0	0	0	0	0		reverse		Chordata	0.996446355
reverse_12S_3088	2	0	0	0	0	0		reverse		Chordata	0.995677759
reverse_12S_3089	2	0	0	0	0	0		reverse		Chordata	0.997081853
reverse_12S_309	25	6	0	0	0	10		reverse		Chordata	0.996532268
reverse_12S_3090	2	0	0	0	0	0		reverse		Chordata	0.996713853
reverse_12S_3091	2	0	0	0	0	0		reverse		Chordata	0.996721989
reverse_12S_3092	2	0	0	0	0	0		reverse		Chordata	0.996645241
reverse_12S_3093	2	0	0	0	0	0		reverse		Chordata	0.996504216
reverse_12S_3094	2	0	0	0	0	0		reverse		Chordata	0.996452036
reverse_12S_3095	2	0	0	0	0	0		reverse		Chordata	0.996304094
reverse_12S_3096	2	0	0	0	0	0		reverse		Chordata	0.997087554
reverse_12S_3097	2	0	0	0	0	0		reverse		Chordata	0.996426029
reverse_12S_3098	2	0	0	0	0	0		reverse		Chordata	0.997331923
reverse_12S_3099	2	0	0	0	0	0		reverse		Chordata	0.996941978
reverse_12S_31	85	2	0	0	0	283		reverse		Chordata	0.996599314
reverse_12S_310	22	10	0	0	0	9		reverse		Chordata	0.99630425
reverse_12S_3100	2	0	0	0	0	0		reverse		Chordata	0.996786957
reverse_12S_3101	2	0	0	0	0	0		reverse		Chordata	0.996985869
reverse_12S_3102	2	0	0	0	0	0		reverse		Chordata	0.996027639
reverse_12S_3103	2	0	0	0	0	0		reverse		Chordata	0.996584755
reverse_12S_3104	2	0	0	0	0	0		reverse		Chordata	0.996748966
reverse_12S_3105	2	0	0	0	0	0		reverse		Chordata	0.997142137
reverse_12S_3106	2	0	0	0	0	0		reverse		Chordata	0.99610543
reverse_12S_3107	2	0	0	0	0	0		reverse		Chordata	0.996152413
reverse_12S_3108	2	0	0	0	0	0		reverse		Chordata	0.996672946
reverse_12S_3109	2	0	0	0	0	0		reverse		Chordata	0.996929972
reverse_12S_311	15	2	0	0	0	24		reverse		Chordata	0.996372058
reverse_12S_3110	2	0	0	0	0	0		reverse		Chordata	0.996779135
reverse_12S_3111	2	0	0	0	0	0		reverse		Chordata	0.996779193
reverse_12S_3112	2	0	0	0	0	0		reverse		Chordata	0.99693522
reverse_12S_3113	2	0	0	0	0	0		reverse		Chordata	0.99654082
reverse_12S_3114	2	0	0	0	0	0		reverse		Chordata	0.996217865
reverse_12S_3115	2	0	0	0	0	0		reverse		Chordata	0.99625314
reverse_12S_3116	2	0	0	0	0	0		reverse		Chordata	0.996343041
reverse_12S_3117	2	0	0	0	0	0		reverse		Chordata	0.995684917
reverse_12S_3118	2	0	0	0	0	0		reverse		Chordata	0.996706734
reverse_12S_3119	2	0	0	0	0	0		reverse		Chordata	0.996589865
reverse_12S_312	8	7	0	0	0	26		reverse		Chordata	0.996211818
reverse_12S_3120	2	0	0	0	0	0		reverse		Chordata	0.996723623
reverse_12S_3121	2	0	0	0	0	0		reverse		Chordata	0.996268972
reverse_12S_3122	2	0	0	0	0	0		reverse		Chordata	0.99658335
reverse_12S_3123	2	0	0	0	0	0		reverse		Chordata	0.997120468
reverse_12S_3124	2	0	0	0	0	0		reverse		Chordata	0.996415647
reverse_12S_3125	2	0	0	0	0	0		reverse		Chordata	0.996520979
reverse_12S_3126	2	0	0	0	0	0		reverse		Chordata	0.996592338
reverse_12S_3127	2	0	0	0	0	0		reverse		Chordata	0.996639393
reverse_12S_3128	2	0	0	0	0	0		reverse		Chordata	0.996063055
reverse_12S_3129	2	0	0	0	0	0		reverse		Chordata	0.995965161
reverse_12S_313	8	16	0	0	0	17		reverse		Chordata	0.99659047
reverse_12S_3130	2	0	0	0	0	0		reverse		Chordata	0.996217394
reverse_12S_3131	2	0	0	0	0	0		reverse		Chordata	0.996064599
reverse_12S_3132	2	0	0	0	0	0		reverse		Chordata	0.996169038
reverse_12S_3133	2	0	0	0	0	0		reverse		Chordata	0.996020232
reverse_12S_3134	2	0	0	0	0	0		reverse		Chordata	0.996825328
reverse_12S_3135	2	0	0	0	0	0		reverse		Chordata	0.996773194
reverse_12S_3136	2	0	0	0	0	0		reverse		Chordata	0.996596795
reverse_12S_3137	2	0	0	0	0	0		reverse		Chordata	0.996588235
reverse_12S_3138	2	0	0	0	0	0		reverse		Chordata	0.99681849
reverse_12S_3139	2	0	0	0	0	0		reverse		Chordata	0.996890005
reverse_12S_314	7	0	0	0	0	34		reverse		Chordata	0.997010085
reverse_12S_3140	2	0	0	0	0	0		reverse		Chordata	0.997167558
reverse_12S_3141	2	0	0	0	0	0		reverse		Chordata	0.996961605
reverse_12S_3142	2	0	0	0	0	0		reverse		Chordata	0.99696056
reverse_12S_3143	2	0	0	0	0	0		reverse		Chordata	0.997105891
reverse_12S_3144	2	0	0	0	0	0		reverse		Chordata	0.996923681
reverse_12S_3145	2	0	0	0	0	0		reverse		Chordata	0.996777484
reverse_12S_3146	2	0	0	0	0	0		reverse		Chordata	0.996948427
reverse_12S_3147	2	0	0	0	0	0		reverse		Chordata	0.996961429
reverse_12S_3148	2	0	0	0	0	0		reverse		Chordata	0.99667324
reverse_12S_3149	2	0	0	0	0	0		reverse		Chordata	0.996579503
reverse_12S_315	4	1	0	0	0	36		reverse		Chordata	0.996779669
reverse_12S_3150	2	0	0	0	0	0		reverse		Chordata	0.996808649
reverse_12S_3151	2	0	0	0	0	0		reverse		Chordata	0.996311591
reverse_12S_3152	2	0	0	0	0	0		reverse		Chordata	0.99655006
reverse_12S_3153	2	0	0	0	0	0		reverse		Chordata	0.996564904
reverse_12S_3154	2	0	0	0	0	0		reverse		Chordata	0.996114606
reverse_12S_3155	2	0	0	0	0	0		reverse		Chordata	0.996613125
reverse_12S_3156	2	0	0	0	0	0		reverse		Chordata	0.995942688
reverse_12S_3157	2	0	0	0	0	0		reverse		Chordata	0.996314117
reverse_12S_3158	2	0	0	0	0	0		reverse		Chordata	0.996327161
reverse_12S_3159	2	0	0	0	0	0		reverse		Chordata	0.996266158
reverse_12S_316	40	0	0	0	0	0		reverse		Chordata	0.997079415
reverse_12S_3160	2	0	0	0	0	0		reverse		Chordata	0.996200719
reverse_12S_3161	2	0	0	0	0	0		reverse		Chordata	0.996700152
reverse_12S_3162	2	0	0	0	0	0		reverse		Chordata	0.997063843
reverse_12S_3163	2	0	0	0	0	0		reverse		Chordata	0.996571257
reverse_12S_3164	2	0	0	0	0	0		reverse		Chordata	0.997310566
reverse_12S_3165	2	0	0	0	0	0		reverse		Chordata	0.997305849
reverse_12S_3166	2	0	0	0	0	0		reverse		Chordata	0.997211336
reverse_12S_3167	2	0	0	0	0	0		reverse		Chordata	0.997259424
reverse_12S_3168	2	0	0	0	0	0		reverse		Chordata	0.997481695
reverse_12S_3169	2	0	0	0	0	0		reverse		Chordata	0.996467699
reverse_12S_317	38	0	0	0	1	1		reverse		Chordata	0.996176647
reverse_12S_3170	2	0	0	0	0	0		reverse		Chordata	0.99721138
reverse_12S_3171	2	0	0	0	0	0		reverse		Chordata	0.997377636
reverse_12S_3172	2	0	0	0	0	0		reverse		Chordata	0.997080331
reverse_12S_3173	2	0	0	0	0	0		reverse		Chordata	0.997053698
reverse_12S_3174	2	0	0	0	0	0		reverse		Chordata	0.997150531
reverse_12S_3175	2	0	0	0	0	0		reverse		Chordata	0.997150466
reverse_12S_3176	2	0	0	0	0	0		reverse		Chordata	0.997075957
reverse_12S_3177	2	0	0	0	0	0		reverse		Chordata	0.997291873
reverse_12S_3178	2	0	0	0	0	0		reverse		Chordata	0.997300745
reverse_12S_3179	2	0	0	0	0	0		reverse		Chordata	0.996746696
reverse_12S_318	31	0	0	0	0	9		reverse		Chordata	0.99634782
reverse_12S_3180	2	0	0	0	0	0		reverse		Chordata	0.996997975
reverse_12S_3181	2	0	0	0	0	0		reverse		Chordata	0.996994954
reverse_12S_3182	2	0	0	0	0	0		reverse		Chordata	0.996867945
reverse_12S_3183	2	0	0	0	0	0		reverse		Chordata	0.997146527
reverse_12S_3184	2	0	0	0	0	0		reverse		Chordata	0.997190263
reverse_12S_3185	2	0	0	0	0	0		reverse		Chordata	0.997184363
reverse_12S_3186	2	0	0	0	0	0		reverse		Chordata	0.99739236
reverse_12S_3187	2	0	0	0	0	0		reverse		Chordata	0.996511933
reverse_12S_3188	2	0	0	0	0	0		reverse		Chordata	0.996105759
reverse_12S_3189	2	0	0	0	0	0		reverse		Chordata	0.997230208
reverse_12S_319	24	8	0	0	1	7		reverse		Chordata	0.996277322
reverse_12S_3190	2	0	0	0	0	0		reverse		Chordata	0.997126471
reverse_12S_3191	2	0	0	0	0	0		reverse		Chordata	0.997084339
reverse_12S_3192	2	0	0	0	0	0		reverse		Chordata	0.99733829
reverse_12S_3193	2	0	0	0	0	0		reverse		Chordata	0.997323145
reverse_12S_3194	2	0	0	0	0	0		reverse		Chordata	0.996820376
reverse_12S_3195	2	0	0	0	0	0		reverse		Chordata	0.997546519
reverse_12S_3196	2	0	0	0	0	0		reverse		Chordata	0.997092233
reverse_12S_3197	2	0	0	0	0	0		reverse		Chordata	0.997040285
reverse_12S_3198	2	0	0	0	0	0		reverse		Chordata	0.99640169
reverse_12S_3199	2	0	0	0	0	0		reverse		Chordata	0.997274834
reverse_12S_32	205	49	0	0	0	108		reverse		Chordata	0.996234302
reverse_12S_320	21	5	0	0	0	14		reverse		Chordata	0.996294531
reverse_12S_3200	2	0	0	0	0	0		reverse		Chordata	0.997138038
reverse_12S_3201	2	0	0	0	0	0		reverse		Chordata	0.997527605
reverse_12S_3202	2	0	0	0	0	0		reverse		Chordata	0.997465939
reverse_12S_3203	2	0	0	0	0	0		reverse		Chordata	0.99746638
reverse_12S_3204	2	0	0	0	0	0		reverse		Chordata	0.997343448
reverse_12S_3205	2	0	0	0	0	0		reverse		Chordata	0.997333482
reverse_12S_3206	2	0	0	0	0	0		reverse		Chordata	0.997471165
reverse_12S_3207	2	0	0	0	0	0		reverse		Chordata	0.997371944
reverse_12S_3208	2	0	0	0	0	0		reverse		Chordata	0.997327984
reverse_12S_3209	2	0	0	0	0	0		reverse		Chordata	0.997404102
reverse_12S_321	10	12	0	0	0	18		reverse		Chordata	0.996397016
reverse_12S_3210	2	0	0	0	0	0		reverse		Chordata	0.997292966
reverse_12S_3211	2	0	0	0	0	0		reverse		Chordata	0.997523388
reverse_12S_3212	2	0	0	0	0	0		reverse		Chordata	0.997507407
reverse_12S_3213	2	0	0	0	0	0		reverse		Chordata	0.997386354
reverse_12S_3214	2	0	0	0	0	0		reverse		Chordata	0.997297049
reverse_12S_3215	2	0	0	0	0	0		reverse		Chordata	0.997168003
reverse_12S_3216	2	0	0	0	0	0		reverse		Chordata	0.99744034
reverse_12S_3217	2	0	0	0	0	0		reverse		Chordata	0.997249505
reverse_12S_3218	2	0	0	0	0	0		reverse		Chordata	0.997166974
reverse_12S_3219	2	0	0	0	0	0		reverse		Chordata	0.997131693
reverse_12S_322	9	5	0	0	0	26		reverse		Chordata	0.996000439
reverse_12S_3220	2	0	0	0	0	0		reverse		Chordata	0.99702598
reverse_12S_3221	2	0	0	0	0	0		reverse		Chordata	0.997425329
reverse_12S_3222	2	0	0	0	0	0		reverse		Chordata	0.996977081
reverse_12S_3223	2	0	0	0	0	0		reverse		Chordata	0.997403992
reverse_12S_3224	2	0	0	0	0	0		reverse		Chordata	0.997297387
reverse_12S_3225	2	0	0	0	0	0		reverse		Chordata	0.99779749
reverse_12S_3226	2	0	0	0	0	0		reverse		Chordata	0.997626842
reverse_12S_3227	2	0	0	0	0	0		reverse		Chordata	0.997258806
reverse_12S_3228	2	0	0	0	0	0		reverse		Chordata	0.99742249
reverse_12S_3229	2	0	0	0	0	0		reverse		Chordata	0.997449498
reverse_12S_323	7	1	0	0	0	32		reverse		Chordata	0.996730127
reverse_12S_3230	2	0	0	0	0	0		reverse		Chordata	0.997334567
reverse_12S_3231	2	0	0	0	0	0		reverse		Chordata	0.996938764
reverse_12S_3232	2	0	0	0	0	0		reverse		Chordata	0.996742284
reverse_12S_3233	2	0	0	0	0	0		reverse		Chordata	0.99643855
reverse_12S_3234	2	0	0	0	0	0		reverse		Chordata	0.996969725
reverse_12S_3235	2	0	0	0	0	0		reverse		Chordata	0.99546854
reverse_12S_3236	2	0	0	0	0	0		reverse		Chordata	0.996776346
reverse_12S_3237	2	0	0	0	0	0		reverse		Chordata	0.996108308
reverse_12S_3238	2	0	0	0	0	0		reverse		Chordata	0.99646444
reverse_12S_3239	2	0	0	0	0	0		reverse		Chordata	0.995895834
reverse_12S_324	3	5	0	0	0	32		reverse		Chordata	0.996256322
reverse_12S_3240	2	0	0	0	0	0		reverse		Chordata	0.996353429
reverse_12S_3241	2	0	0	0	0	0		reverse		Chordata	0.996596174
reverse_12S_3242	2	0	0	0	0	0		reverse		Chordata	0.997044289
reverse_12S_3243	2	0	0	0	0	0		reverse		Chordata	0.996349154
reverse_12S_3244	2	0	0	0	0	0		reverse		Chordata	0.996154639
reverse_12S_3245	2	0	0	0	0	0		reverse		Chordata	0.996675561
reverse_12S_3246	2	0	0	0	0	0		reverse		Chordata	0.996956534
reverse_12S_3247	2	0	0	0	0	0		reverse		Chordata	0.996941955
reverse_12S_3248	2	0	0	0	0	0		reverse		Chordata	0.996747752
reverse_12S_3249	2	0	0	0	0	0		reverse		Chordata	0.996361627
reverse_12S_325	1	8	0	0	0	31		reverse		Chordata	0.99650393
reverse_12S_3250	2	0	0	0	0	0		reverse		Chordata	0.996988911
reverse_12S_3251	2	0	0	0	0	0		reverse		Chordata	0.996440165
reverse_12S_3252	2	0	0	0	0	0		reverse		Chordata	0.997485672
reverse_12S_3253	2	0	0	0	0	0		reverse		Chordata	0.997499154
reverse_12S_3254	2	0	0	0	0	0		reverse		Chordata	0.997406782
reverse_12S_3255	2	0	0	0	0	0		reverse		Chordata	0.996711536
reverse_12S_3256	2	0	0	0	0	0		reverse		Chordata	0.997274722
reverse_12S_3257	2	0	0	0	0	0		reverse		Chordata	0.99610374
reverse_12S_3258	2	0	0	0	0	0		reverse		Chordata	0.995985954
reverse_12S_3259	2	0	0	0	0	0		reverse		Chordata	0.996960554
reverse_12S_326	39	0	0	0	0	0		reverse		Chordata	0.996236942
reverse_12S_3260	2	0	0	0	0	0		reverse		Chordata	0.996608801
reverse_12S_3261	2	0	0	0	0	0		reverse		Chordata	0.997171293
reverse_12S_3262	2	0	0	0	0	0		reverse		Chordata	0.997237333
reverse_12S_3263	2	0	0	0	0	0		reverse		Chordata	0.996481496
reverse_12S_3264	2	0	0	0	0	0		reverse		Chordata	0.997221112
reverse_12S_3265	2	0	0	0	0	0		reverse		Chordata	0.996228198
reverse_12S_3266	2	0	0	0	0	0		reverse		Chordata	0.996208975
reverse_12S_3267	2	0	0	0	0	0		reverse		Chordata	0.996130256
reverse_12S_3268	2	0	0	0	0	0		reverse		Chordata	0.996130933
reverse_12S_3269	2	0	0	0	0	0		reverse		Chordata	0.996242932
reverse_12S_327	38	1	0	0	0	0		reverse		Chordata	0.99628845
reverse_12S_3270	2	0	0	0	0	0		reverse		Chordata	0.996206046
reverse_12S_3271	2	0	0	0	0	0		reverse		Chordata	0.995844912
reverse_12S_3272	2	0	0	0	0	0		reverse		Chordata	0.995956309
reverse_12S_3273	2	0	0	0	0	0		reverse		Chordata	0.996483164
reverse_12S_3274	2	0	0	0	0	0		reverse		Chordata	0.996023161
reverse_12S_3275	2	0	0	0	0	0		reverse		Chordata	0.996395454
reverse_12S_3276	2	0	0	0	0	0		reverse		Chordata	0.996571803
reverse_12S_3277	2	0	0	0	0	0		reverse		Chordata	0.99663408
reverse_12S_3278	2	0	0	0	0	0		reverse		Chordata	0.996467064
reverse_12S_3279	2	0	0	0	0	0		reverse		Chordata	0.996106457
reverse_12S_328	37	2	0	0	0	0		reverse		Chordata	0.996835965
reverse_12S_3280	2	0	0	0	0	0		reverse		Chordata	0.996657591
reverse_12S_3281	2	0	0	0	0	0		reverse		Chordata	0.996515195
reverse_12S_3282	2	0	0	0	0	0		reverse		Chordata	0.996523352
reverse_12S_3283	2	0	0	0	0	0		reverse		Chordata	0.996885807
reverse_12S_3284	2	0	0	0	0	0		reverse		Chordata	0.995829876
reverse_12S_3285	2	0	0	0	0	0		reverse		Chordata	0.995700368
reverse_12S_3286	2	0	0	0	0	0		reverse		Chordata	0.995538271
reverse_12S_3287	2	0	0	0	0	0		reverse		Chordata	0.99579337
reverse_12S_3288	2	0	0	0	0	0		reverse		Chordata	0.996784111
reverse_12S_3289	2	0	0	0	0	0		reverse		Chordata	0.996465555
reverse_12S_329	30	3	0	0	1	5		reverse		Chordata	0.996461972
reverse_12S_3290	2	0	0	0	0	0		reverse		Chordata	0.996046551
reverse_12S_3291	2	0	0	0	0	0		reverse		Chordata	0.996170386
reverse_12S_3292	2	0	0	0	0	0		reverse		Chordata	0.996451753
reverse_12S_3293	2	0	0	0	0	0		reverse		Chordata	0.996461207
reverse_12S_3294	2	0	0	0	0	0		reverse		Chordata	0.996439422
reverse_12S_3295	2	0	0	0	0	0		reverse		Chordata	0.996367759
reverse_12S_3296	2	0	0	0	0	0		reverse		Chordata	0.996613182
reverse_12S_3297	2	0	0	0	0	0		reverse		Chordata	0.996331267
reverse_12S_3298	2	0	0	0	0	0		reverse		Chordata	0.997140881
reverse_12S_3299	2	0	0	0	0	0		reverse		Chordata	0.996639694
reverse_12S_33	318	15	0	0	2	26		reverse		Chordata	0.99628973
reverse_12S_330	19	4	0	0	0	16		reverse		Chordata	0.996783121
reverse_12S_3300	2	0	0	0	0	0		reverse		Chordata	0.996480135
reverse_12S_3301	2	0	0	0	0	0		reverse		Chordata	0.996340223
reverse_12S_3302	2	0	0	0	0	0		reverse		Chordata	0.996362371
reverse_12S_3303	2	0	0	0	0	0		reverse		Chordata	0.996676317
reverse_12S_3304	2	0	0	0	0	0		reverse		Chordata	0.996144292
reverse_12S_3305	2	0	0	0	0	0		reverse		Chordata	0.996711655
reverse_12S_3306	2	0	0	0	0	0		reverse		Chordata	0.996568928
reverse_12S_3307	2	0	0	0	0	0		reverse		Chordata	0.997093992
reverse_12S_3308	2	0	0	0	0	0		reverse		Chordata	0.997012812
reverse_12S_3309	2	0	0	0	0	0		reverse		Chordata	0.99587198
reverse_12S_331	12	7	0	0	0	20		reverse		Chordata	0.99624463
reverse_12S_3310	2	0	0	0	0	0		reverse		Chordata	0.995951106
reverse_12S_3311	2	0	0	0	0	0		reverse		Chordata	0.996633685
reverse_12S_3312	2	0	0	0	0	0		reverse		Chordata	0.996870449
reverse_12S_3313	2	0	0	0	0	0		reverse		Chordata	0.996554945
reverse_12S_3314	2	0	0	0	0	0		reverse		Chordata	0.996065977
reverse_12S_3315	2	0	0	0	0	0		reverse		Chordata	0.996551072
reverse_12S_3316	2	0	0	0	0	0		reverse		Chordata	0.996520732
reverse_12S_3317	2	0	0	0	0	0		reverse		Chordata	0.996082445
reverse_12S_3318	2	0	0	0	0	0		reverse		Chordata	0.997064541
reverse_12S_3319	2	0	0	0	0	0		reverse		Chordata	0.996643241
reverse_12S_332	4	0	0	0	0	35		reverse		Chordata	0.996674334
reverse_12S_3320	2	0	0	0	0	0		reverse		Chordata	0.996563208
reverse_12S_3321	2	0	0	0	0	0		reverse		Chordata	0.996255451
reverse_12S_3322	2	0	0	0	0	0		reverse		Chordata	0.996219867
reverse_12S_3323	2	0	0	0	0	0		reverse		Chordata	0.996760192
reverse_12S_3324	2	0	0	0	0	0		reverse		Chordata	0.996557475
reverse_12S_3325	2	0	0	0	0	0		reverse		Chordata	0.996185366
reverse_12S_3326	2	0	0	0	0	0		reverse		Chordata	0.996536235
reverse_12S_3327	2	0	0	0	0	0		reverse		Chordata	0.99602192
reverse_12S_3328	2	0	0	0	0	0		reverse		Chordata	0.996153729
reverse_12S_3329	2	0	0	0	0	0		reverse		Chordata	0.996210536
reverse_12S_333	22	3	0	0	2	11		reverse		Chordata	0.996175092
reverse_12S_3330	2	0	0	0	0	0		reverse		Chordata	0.996809304
reverse_12S_3331	2	0	0	0	0	0		reverse		Chordata	0.996863272
reverse_12S_3332	2	0	0	0	0	0		reverse		Chordata	0.99628152
reverse_12S_3333	2	0	0	0	0	0		reverse		Chordata	0.997088383
reverse_12S_3334	2	0	0	0	0	0		reverse		Chordata	0.995909093
reverse_12S_3335	2	0	0	0	0	0		reverse		Chordata	0.996152718
reverse_12S_3336	2	0	0	0	0	0		reverse		Chordata	0.996520072
reverse_12S_3337	2	0	0	0	0	0		reverse		Chordata	0.996672792
reverse_12S_3338	2	0	0	0	0	0		reverse		Chordata	0.995915738
reverse_12S_3339	2	0	0	0	0	0		reverse		Chordata	0.995910313
reverse_12S_334	21	5	0	0	1	11		reverse		Chordata	0.995868889
reverse_12S_3340	2	0	0	0	0	0		reverse		Chordata	0.996483238
reverse_12S_3341	2	0	0	0	0	0		reverse		Chordata	0.996357749
reverse_12S_3342	2	0	0	0	0	0		reverse		Chordata	0.996404269
reverse_12S_3343	2	0	0	0	0	0		reverse		Chordata	0.996408637
reverse_12S_3344	2	0	0	0	0	0		reverse		Chordata	0.995692722
reverse_12S_3345	2	0	0	0	0	0		reverse		Chordata	0.99594802
reverse_12S_3346	2	0	0	0	0	0		reverse		Chordata	0.996952857
reverse_12S_3347	2	0	0	0	0	0		reverse		Chordata	0.996611148
reverse_12S_3348	2	0	0	0	0	0		reverse		Chordata	0.996700388
reverse_12S_3349	2	0	0	0	0	0		reverse		Chordata	0.996725347
reverse_12S_335	21	5	0	0	0	12		reverse		Chordata	0.99682543
reverse_12S_3350	2	0	0	0	0	0		reverse		Chordata	0.996534986
reverse_12S_3351	2	0	0	0	0	0		reverse		Chordata	0.996544516
reverse_12S_3352	2	0	0	0	0	0		reverse		Chordata	0.996515342
reverse_12S_3353	2	0	0	0	0	0		reverse		Chordata	0.996741612
reverse_12S_3354	2	0	0	0	0	0		reverse		Chordata	0.996591848
reverse_12S_3355	2	0	0	0	0	0		reverse		Chordata	0.996487353
reverse_12S_3356	2	0	0	0	0	0		reverse		Chordata	0.996803327
reverse_12S_3357	2	0	0	0	0	0		reverse		Chordata	0.996258707
reverse_12S_3358	2	0	0	0	0	0		reverse		Chordata	0.996393692
reverse_12S_3359	2	0	0	0	0	0		reverse		Chordata	0.996492965
reverse_12S_336	16	5	0	0	0	17		reverse		Chordata	0.996668775
reverse_12S_3360	2	0	0	0	0	0		reverse		Chordata	0.996814508
reverse_12S_3361	2	0	0	0	0	0		reverse		Chordata	0.996537543
reverse_12S_3362	2	0	0	0	0	0		reverse		Chordata	0.996777842
reverse_12S_3363	2	0	0	0	0	0		reverse		Chordata	0.996537869
reverse_12S_3364	2	0	0	0	0	0		reverse		Chordata	0.996671047
reverse_12S_3365	2	0	0	0	0	0		reverse		Chordata	0.996516381
reverse_12S_3366	2	0	0	0	0	0		reverse		Chordata	0.996722357
reverse_12S_3367	2	0	0	0	0	0		reverse		Chordata	0.996368493
reverse_12S_3368	2	0	0	0	0	0		reverse		Chordata	0.996714272
reverse_12S_3369	2	0	0	0	0	0		reverse		Chordata	0.996631346
reverse_12S_337	14	3	0	0	0	21		reverse		Chordata	0.996856616
reverse_12S_3370	2	0	0	0	0	0		reverse		Chordata	0.996187957
reverse_12S_3371	2	0	0	0	0	0		reverse		Chordata	0.996292977
reverse_12S_3372	2	0	0	0	0	0		reverse		Chordata	0.996597858
reverse_12S_3373	2	0	0	0	0	0		reverse		Chordata	0.996738843
reverse_12S_3374	2	0	0	0	0	0		reverse		Chordata	0.996639153
reverse_12S_3375	2	0	0	0	0	0		reverse		Chordata	0.996747447
reverse_12S_3376	2	0	0	0	0	0		reverse		Chordata	0.996851494
reverse_12S_3377	2	0	0	0	0	0		reverse		Chordata	0.996994499
reverse_12S_3378	2	0	0	0	0	0		reverse		Chordata	0.996551628
