	taxon	forward_Hi_sk	merged_Hi_sk	reverse_Hi_sk	unmerged_Hi_sk	forward_Hi_b2	merged_Hi_b2	reverse_Hi_b2	unmerged_Hi_b2
179	Arthropoda;Maxillopoda;Calanoida;Mecynoceridae;Mecynocera;Mecynocera clausi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
180	Arthropoda;Maxillopoda;Poecilostomatoida;Corycaeidae;Corycaeus;Corycaeus affinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
181	Ascomycota;;;;Monocillium;Monocillium mucidum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
182	Ascomycota;;;;Tetracladium;Tetracladium setigerum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
183	Ascomycota;Dothideomycetes;Capnodiales	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
184	Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium sp. BM-2009-3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
185	Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium sp. BM-2009-5	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
186	Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
187	Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Cercospora;Cercospora sojina	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
188	Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Zasmidium;Zasmidium cellare	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
189	Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Zymoseptoria;Zymoseptoria tritici	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
190	Ascomycota;Dothideomycetes;Pleosporales	0.0	0.0	0.0	0.0	8.0	0.0	0.0	14.0
191	Ascomycota;Dothideomycetes;Pleosporales;;Shiraia;Shiraia bambusicola	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0
192	Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;Didymella pinodes	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0
193	Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Parastagonospora;Parastagonospora nodorum	0.0	0.0	0.0	0.0	3.0	0.0	0.0	11.0
194	Ascomycota;Eurotiomycetes	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0
195	Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora bantiana	0.0	0.0	0.0	0.0	26.0	0.0	0.0	29.0
196	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus fumigatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
197	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus nomius	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
198	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicilliopsis;Penicilliopsis zonata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
199	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium citrinum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
200	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium fellutanum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
201	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium nordicum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
202	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium restrictum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
203	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sclerotiorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
204	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sp. ShG4C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
205	Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
206	Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces verruculosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
207	Ascomycota;Eurotiomycetes;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium subtile	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0
208	Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
209	Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Arthroderma uncinatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
210	Ascomycota;Lecanoromycetes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
211	Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Phyllopsora;Phyllopsora corallina	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0
212	Ascomycota;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
213	Ascomycota;Leotiomycetes;;;Leohumicola	0.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0
214	Ascomycota;Leotiomycetes;;;Leohumicola;Leohumicola lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
215	Ascomycota;Leotiomycetes;;Myxotrichaceae;Myxotrichum;Myxotrichum deflexum	0.0	0.0	0.0	0.0	23.0	0.0	0.0	10.0
216	Ascomycota;Leotiomycetes;;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus destructans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
217	Ascomycota;Leotiomycetes;Helotiales;;Phialocephala	0.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0
218	Ascomycota;Leotiomycetes;Helotiales;;Rhynchosporium;Rhynchosporium orthosporum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
219	Ascomycota;Leotiomycetes;Helotiales;Chaetomellaceae;Synchaetomella;Synchaetomella acerina	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
220	Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Cairneyella;Cairneyella variabilis	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
221	Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe longicolla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
222	Ascomycota;Sordariomycetes;Glomerellales;Australiascaceae;Monilochaetes;Monilochaetes infuscans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
223	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum lindemuthianum	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
224	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Glomerella;Glomerella glycines	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
225	Ascomycota;Sordariomycetes;Hypocreales;;Acremonium;Acremonium cf. chrysogenum DAOM 226667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
226	Ascomycota;Sordariomycetes;Hypocreales;;Acremonium;Acremonium chrysogenum	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
227	Ascomycota;Sordariomycetes;Hypocreales;;Emericellopsis;Emericellopsis minima	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
228	Ascomycota;Sordariomycetes;Hypocreales;;Sarocladium;Sarocladium implicatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
229	Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
230	Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys compactiuscula	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
231	Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
232	Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Pochonia;Pochonia chlamydosporia	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
233	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria	0.0	0.0	0.0	0.0	14.0	0.0	0.0	3.0
234	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria bassiana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
235	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria caledonica	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
236	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps militaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
237	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps sp. CUHK CD14-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
238	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps sp. CUHK CSM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
239	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium muscarium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
240	Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium saksenae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
241	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Calonectria;Calonectria colhounii	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
242	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora meliopsicola	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
243	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	0.0	0.0	0.0	0.0	1.0	0.0	2.0	17.0
244	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium coeruleum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
245	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
246	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sacchari	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
247	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;Ilyonectria destructans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
248	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Nectria;Nectria cinnabarina	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
249	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Neonectria;Neonectria ditissima	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
250	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Pseudocosmospora;Pseudocosmospora vilior	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
251	Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
252	Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella rhossiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
253	Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
254	Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
255	Ascomycota;Sordariomycetes;Sordariales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
256	Ascomycota;Sordariomycetes;Sordariales;;Madurella;Madurella mycetomatis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0
257	Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
258	Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Arthrinium;Arthrinium arundinis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
259	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
260	Bacillariophyta;Bacillariophyceae;Naviculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
261	Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea;Haslea pseudostrearia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
262	Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
263	Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia neglectiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
264	Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia sp. 10 CS-2011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
265	Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora pupula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
266	Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros sp. MBTD-CMFRI-S045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
267	Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
268	Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema costatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
269	Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema potamos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
270	Basidiomycota;Agaricomycetes;Agaricales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
271	Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma aff. sericionitidum MUSH143-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
272	Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
273	Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
274	Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella aff. gracilis TRTC155531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
275	Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella candolleana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
276	Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum commune	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
277	Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium coralloides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
278	Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora ganbajun	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0
279	Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
280	Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
281	Chordata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
282	Chordata;Actinopteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
283	Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
284	Chordata;Actinopteri;Characiformes;Characidae;Hollandichthys;Hollandichthys multifasciatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
285	Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
286	Chordata;Actinopteri;Siluriformes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
287	Chordata;Amphibia;Anura;Hylidae;Pseudacris;Pseudacris cadaverina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
288	Chordata;Amphibia;Caudata;Hynobiidae;Batrachuperus;Batrachuperus yenyuanensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
289	Chordata;Aves;Piciformes;Picidae;Melanerpes;Melanerpes formicivorus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
290	Chordata;Aves;Trochiliformes;Trochilidae;Selasphorus;Selasphorus rufus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
291	Chordata;Mammalia;Carnivora;Canidae;Canis;Canis latrans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
292	Chordata;Mammalia;Carnivora;Canidae;Lycalopex;Lycalopex sechurae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
293	Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
294	Chordata;Mammalia;Didelphimorphia;Didelphidae;Marmosa;Marmosa murina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
295	Chordata;Mammalia;Diprotodontia;Potoroidae;Potorous;Potorous tridactylus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
296	Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
297	Chordata;Mammalia;Rodentia;Muridae;Mus;Mus musculus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
298	Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
299	Cnidaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
300	Cnidaria;Anthozoa;Scleractinia;Astrocoeniidae;Palauastrea;Palauastrea sp. YC-2017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
301	Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia sp. SL-2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
302	Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Ectopleura;Ectopleura crocea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
303	Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia gracilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
304	Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
305	Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia sp. BO-2009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
306	Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Lensia;Lensia campanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
307	Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria;Cucumaria frondosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
308	Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus vulgaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
309	Mollusca;Cephalopoda;Teuthida;Ommastrephidae;Eucleoteuthis;Eucleoteuthis luminosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
310	Mollusca;Gastropoda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
311	Mollusca;Gastropoda;;Annulariidae;Adamsiella;Adamsiella xanthostoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
312	Mollusca;Gastropoda;;Annulariidae;Parachondria;Parachondria lineolatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
313	Mollusca;Gastropoda;;Conidae;Conus;Conus tulipa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
314	Mollusca;Gastropoda;;Planorbidae;Bulinus;Bulinus truncatus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
315	Mollusca;Gastropoda;;Pomatiidae;Leonia;Leonia mamillaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
316	Mollusca;Gastropoda;;Tegulidae;Tegula;Tegula pelliserpentis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
317	Mollusca;Gastropoda;Nudibranchia;Dotidae;Doto;Doto lemchei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
318	Mollusca;Gastropoda;Nudibranchia;Fionidae;Eubranchus;Eubranchus pallidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
319	Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;Deroceras;Deroceras laeve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
320	Mollusca;Gastropoda;Stylommatophora;Camaenidae;Amplirhagada	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
321	Mollusca;Gastropoda;Stylommatophora;Camaenidae;Setobaudinia;Setobaudinia rectilabrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
322	Mollusca;Gastropoda;Stylommatophora;Helicarionidae;Parmavitrina;Parmavitrina planilabris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
323	Mollusca;Gastropoda;Stylommatophora;Helicidae;Marmorana;Marmorana signata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
324	Mollusca;Gastropoda;Stylommatophora;Orculidae;Orcula;Orcula restituta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
325	Mollusca;Gastropoda;Stylommatophora;Streptaxidae;Gonaxis;Gonaxis cf. cressyi 'Usambara'	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
326	Mollusca;Gastropoda;Stylommatophora;Streptaxidae;Gulella;Gulella planti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
327	Mucoromycota;;Mucorales;Lichtheimiaceae;Lichtheimia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
328	Mucoromycota;;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia ramosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
329	NA;;;Hartmannellidae;Vermamoeba;Vermamoeba vermiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
330	NA;;;Paramoebidae;Cunea;Cunea thuwala	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
331	NA;;;Vannellidae;Vannella;Vannella pentlandii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
332	NA;;;Vexilliferidae;Vexillifera;Vexillifera expectata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
333	NA;;Arcellinida;Hyalospheniidae;Longinebela;Longinebela meisterfeldi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
334	NA;;Arcellinida;Hyalospheniidae;Nebela;Nebela penardiana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
335	NA;;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas marina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
336	NA;;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis pouchetii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
337	NA;;Physariida;Didymiaceae;Didymium;Didymium iridis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
338	NA;Bangiophyceae;Bangiales;Bangiaceae;Pyropia;Pyropia fallax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
339	NA;Bangiophyceae;Bangiales;Bangiaceae;Pyropia;Pyropia sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
340	NA;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
341	NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium impudicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
342	NA;Florideophyceae;Ceramiales;Ceramiaceae;Callithamnion;Callithamnion sp. C762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
343	NA;Florideophyceae;Ceramiales;Ceramiaceae;Inkyuleea;Inkyuleea mariana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
344	NA;Florideophyceae;Ceramiales;Delesseriaceae;Apoglossum;Apoglossum ruscifolium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
345	NA;Florideophyceae;Ceramiales;Delesseriaceae;Cryptopleura;Cryptopleura ruprechtiana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
346	NA;Florideophyceae;Ceramiales;Delesseriaceae;Polyneura;Polyneura bonnemaisonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
347	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus cf. undulatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
348	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
349	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Chondrophycus;Chondrophycus succisus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
350	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Kuetzingia;Kuetzingia canaliculata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
351	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Neosiphonia;Neosiphonia paniculata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
352	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Neosiphonia;Neosiphonia ramireziae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
353	NA;Florideophyceae;Ceramiales;Rhodomelaceae;Polyzonia;Polyzonia elegans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
354	NA;Florideophyceae;Corallinales;Corallinaceae;Jania;Jania verrucosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
355	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladia;Pterocladia rectangularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
356	NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella caerulescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
