	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_bl	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Hi_vs	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_sk	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_b2	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_bl	sum-reads_Mi_vs	sum-reads_Mi_vs	sum-reads_Mi_vs
ASV		forward	merged	reverse	unmerged	All	forward	merged	reverse	All	forward	reverse	All	forward	reverse	All	forward	merged	unmerged	All	forward	merged	All	forward	merged	All	forward	merged	All
80	Streptophyta;;Caryophyllales;Caryophyllaceae;Corrigiola;Corrigiola litoralis	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	Streptophyta;;Caryophyllales;Caryophyllaceae;Herniaria;Herniaria ciliolata	30.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82	Streptophyta;;Caryophyllales;Caryophyllaceae;Herniaria;Herniaria glabra	0.0	0.0	0.0	8629.0	8629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	Streptophyta;;Caryophyllales;Caryophyllaceae;Paronychia;Paronychia lindheimeri	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	Streptophyta;;Caryophyllales;Montiaceae;Claytonia	172.0	0.0	0.0	88844.0	89016.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	Streptophyta;;Caryophyllales;Montiaceae;Claytonia;Claytonia peirsonii	969.0	0.0	0.0	0.0	969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	Streptophyta;;Caryophyllales;Montiaceae;Claytonia;Claytonia serpenticola	22.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	Streptophyta;;Caryophyllales;Montiaceae;Claytonia;Claytonia sibirica	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	Streptophyta;;Caryophyllales;Polygonaceae;Eriogonum;Eriogonum clavellatum	0.0	0.0	0.0	892.0	892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	Streptophyta;;Caryophyllales;Polygonaceae;Gilmania;Gilmania luteola	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	Streptophyta;;Caryophyllales;Polygonaceae;Polygonum;Polygonum smallianum	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	Streptophyta;;Cucurbitales;Cucurbitaceae;Coccinia;Coccinia rehmannii	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	Streptophyta;;Fabales;Fabaceae;Medicago	8.0	0.0	0.0	0.0	8.0	63.0	0.0	0.0	63.0	63.0	0.0	63.0	59.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	Streptophyta;;Fabales;Fabaceae;Medicago;Medicago sativa	21.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	Streptophyta;;Fabales;Fabaceae;Vicia;Vicia ervilia	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	Streptophyta;;Fagales;Fagaceae;Quercus;Quercus semecarpifolia	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	Streptophyta;;Gentianales;Rubiaceae;Coffea;Coffea humilis	61.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	Streptophyta;;Lamiales	8.0	0.0	0.0	0.0	8.0	48.0	0.0	0.0	48.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	Streptophyta;;Lamiales;Oleaceae	989.0	0.0	0.0	200.0	1189.0	1405.0	0.0	0.0	1405.0	1545.0	0.0	1545.0	1545.0	0.0	1545.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	Streptophyta;;Lamiales;Oleaceae;Comoranthus;Comoranthus minor	21.0	0.0	0.0	135.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	Streptophyta;;Lamiales;Oleaceae;Forestiera;Forestiera ligustri	53.0	0.0	3.0	32.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	Streptophyta;;Lamiales;Oleaceae;Fraxinus	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	Streptophyta;;Lamiales;Oleaceae;Fraxinus;Fraxinus dipetala	8.0	19.0	0.0	29.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	Streptophyta;;Lamiales;Oleaceae;Fraxinus;Fraxinus pennsylvanica	14.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	Streptophyta;;Lamiales;Oleaceae;Noronhia;Noronhia sp. CHW-2013r	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	Streptophyta;;Lamiales;Orobanchaceae;Cymbaria;Cymbaria mongolica	0.0	0.0	0.0	7224.0	7224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	Streptophyta;;Lamiales;Orobanchaceae;Lamourouxia;Lamourouxia dasyantha	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	Streptophyta;;Lamiales;Plantaginaceae;Plantago	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	Streptophyta;;Lamiales;Plantaginaceae;Plantago;Plantago media	0.0	0.0	0.0	1154.0	1154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	Streptophyta;;Malpighiales;Euphorbiaceae;Croton;Croton pedicellatus	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	Streptophyta;;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus grandis	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	Streptophyta;Bryopsida	185.0	0.0	3.0	5.0	193.0	783.0	0.0	0.0	783.0	9.0	2.0	11.0	2.0	2.0	4.0	0.0	0.0	247.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112	Streptophyta;Bryopsida;Bryales;Bryaceae	27.0	0.0	0.0	0.0	27.0	253.0	0.0	0.0	253.0	29.0	0.0	29.0	323.0	0.0	323.0	5.0	0.0	5710.0	5715.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	Streptophyta;Bryopsida;Bryales;Bryaceae;Bryum;Bryum argenteum	163.0	0.0	0.0	0.0	163.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0	16.0	0.0	16.0	0.0	0.0	0.0	25.0	0.0	25.0
114	Streptophyta;Bryopsida;Bryoxiphiales;Bryoxiphiaceae;Bryoxiphium;Bryoxiphium norvegicum	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	Streptophyta;Bryopsida;Dicranales	138.0	0.0	0.0	5.0	143.0	0.0	0.0	0.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	Streptophyta;Bryopsida;Dicranales;Fissidentaceae;Fissidens	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117	Streptophyta;Bryopsida;Dicranales;Fissidentaceae;Fissidens;Fissidens bryoides	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum	136.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	714.0	0.0	714.0	712.0	0.0	712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum aduncum	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum candidum	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum javense	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum juniperoideum	15.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum scabrum	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum sp. HIRO-EO-502	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	Streptophyta;Bryopsida;Grimmiales;Seligeriaceae;Seligeria;Seligeria acutifolia	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	Streptophyta;Bryopsida;Hypnales	9.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	Streptophyta;Bryopsida;Hypnales;Hypnaceae;Buckiella	23.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	Streptophyta;Bryopsida;Hypnales;Plagiotheciaceae	134.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	Streptophyta;Bryopsida;Hypnales;Plagiotheciaceae;Plagiothecium;Plagiothecium latebricola	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	Streptophyta;Bryopsida;Hypnodendrales;Hypnodendraceae;Spiridens;Spiridens muelleri	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	Streptophyta;Bryopsida;Pottiales;Pottiaceae	26.0	0.0	0.0	15.0	41.0	331.0	0.0	0.0	331.0	335.0	0.0	335.0	42.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Chionoloma;Chionoloma tenuirostre	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon	26.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon;Didymodon spadiceus	23.0	0.0	0.0	90.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Hydrogonium;Hydrogonium amplexifolium	2.0	0.0	0.0	205.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Trichostomum;Trichostomum unguiculatum	11.0	0.0	0.0	239.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	Streptophyta;Bryopsida;Splachnales;Splachnaceae;Tayloria	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	Streptophyta;Bryopsida;Splachnales;Splachnaceae;Tetraplodon;Tetraplodon mnioides	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	Streptophyta;Jungermanniopsida	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140	Streptophyta;Jungermanniopsida;Fossombroniales;Fossombroniaceae;Fossombronia;Fossombronia angulosa	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	Streptophyta;Jungermanniopsida;Jungermanniales	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	Streptophyta;Jungermanniopsida;Jungermanniales;Plagiochilaceae;Dinckleria;Dinckleria fruticella	18.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	Streptophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;Metzgeria furcata	166.0	0.0	3.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	Streptophyta;Jungermanniopsida;Porellales;Porellaceae;Porella	54.0	0.0	0.0	0.0	54.0	204.0	0.0	0.0	204.0	204.0	0.0	204.0	204.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	Streptophyta;Jungermanniopsida;Porellales;Porellaceae;Porella;Porella arboris-vitae	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	Streptophyta;Klebsormidiophyceae;Klebsormidiales;;Hormidiella;Hormidiella attenuata	105.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium	256.0	0.0	0.0	15.0	271.0	299.0	0.0	0.0	299.0	351.0	0.0	351.0	419.0	0.0	419.0	0.0	0.0	365.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;Klebsormidium elegans	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	Streptophyta;Liliopsida;Poales;Poaceae	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	All	12216.0	23.0	24.0	501486.0	513749.0	12817.0	33.0	14.0	12864.0	13455.0	20.0	13475.0	12946.0	18.0	12964.0	109.0	731.0	57995.0	58835.0	109.0	760.0	869.0	111.0	2224.0	2335.0	109.0	731.0	840.0
152	Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Microgle;Microglena monadina	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	Chlorophyta;Trebouxiophyceae	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	155.0	43.0	3.0	46.0	1066.0	3.0	1069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	Chlorophyta;Trebouxiophyceae;	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	Streptophyta;;Boraginales;Boraginaceae;Cynoglossum;Cynoglossum amabile	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	Streptophyta;Bryopsida;Bryales;Bryaceae;Bryum	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	36.0	300.0	0.0	300.0	6.0	0.0	6.0	0.0	0.0	3973.0	3973.0	0.0	0.0	0.0	25.0	0.0	25.0	0.0	0.0	0.0
158	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	87.0	17.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	Basidiomycota;Agaricomycetes;Boletales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	Basidiomycota;Agaricomycetes;Polyporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	359.0	0.0	359.0	45.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	Basidiomycota;Tremellomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	108.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Gonium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1541.0	0.0	1541.0	1541.0	0.0	1541.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	Chlorophyta;Mamiellophyceae;Mamiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	390.0	0.0	390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	8.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	Chlorophyta;Trebouxiophyceae;Microthamniales;;Elliptochloris;Elliptochloris mari	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	211.0	149.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
