	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2	land1_Hi_bl	land2_Hi_bl	land3_Hi_bl	sea1_Hi_bl	sea2_Hi_bl	sea3_Hi_bl	land1_Hi_vs	land2_Hi_vs	land3_Hi_vs	sea1_Hi_vs	sea2_Hi_vs	sea3_Hi_vs
86	Streptophyta;;Caryophyllales;Montiaceae;Claytonia;Claytonia serpenticola	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	Streptophyta;;Caryophyllales;Montiaceae;Claytonia;Claytonia sibirica	2.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	Streptophyta;;Caryophyllales;Polygonaceae;Eriogonum;Eriogonum clavellatum	47.0	792.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	Streptophyta;;Caryophyllales;Polygonaceae;Gilmania;Gilmania luteola	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	Streptophyta;;Caryophyllales;Polygonaceae;Polygonum;Polygonum smallianum	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	Streptophyta;;Cucurbitales;Cucurbitaceae;Coccinia;Coccinia rehmannii	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	Streptophyta;;Fabales;Fabaceae;Medicago	2.0	3.0	3.0	0.0	0.0	0.0	18.0	21.0	23.0	0.0	0.0	1.0	18.0	21.0	23.0	0.0	0.0	1.0	15.0	20.0	23.0	0.0	0.0	1.0
93	Streptophyta;;Fabales;Fabaceae;Medicago;Medicago sativa	6.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	Streptophyta;;Fabales;Fabaceae;Vicia;Vicia ervilia	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	Streptophyta;;Fagales;Fagaceae;Quercus;Quercus semecarpifolia	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	Streptophyta;;Gentianales;Rubiaceae;Coffea;Coffea humilis	56.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	Streptophyta;;Lamiales	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0
98	Streptophyta;;Lamiales;Oleaceae	109.0	403.0	647.0	19.0	11.0	0.0	3.0	8.0	1394.0	0.0	0.0	0.0	3.0	9.0	1533.0	0.0	0.0	0.0	3.0	9.0	1533.0	0.0	0.0	0.0
99	Streptophyta;;Lamiales;Oleaceae;Comoranthus;Comoranthus minor	90.0	17.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	Streptophyta;;Lamiales;Oleaceae;Forestiera;Forestiera ligustri	59.0	11.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	Streptophyta;;Lamiales;Oleaceae;Fraxinus	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	Streptophyta;;Lamiales;Oleaceae;Fraxinus;Fraxinus dipetala	18.0	31.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	Streptophyta;;Lamiales;Oleaceae;Fraxinus;Fraxinus pennsylvanica	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	Streptophyta;;Lamiales;Oleaceae;Noronhia;Noronhia sp. CHW-2013r	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	Streptophyta;;Lamiales;Orobanchaceae;Cymbaria;Cymbaria mongolica	0.0	0.0	7224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	Streptophyta;;Lamiales;Orobanchaceae;Lamourouxia;Lamourouxia dasyantha	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	Streptophyta;;Lamiales;Plantaginaceae;Plantago	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	Streptophyta;;Lamiales;Plantaginaceae;Plantago;Plantago media	1154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	Streptophyta;;Malpighiales;Euphorbiaceae;Croton;Croton pedicellatus	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	Streptophyta;;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus grandis	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	Streptophyta;Bryopsida	18.0	165.0	10.0	0.0	0.0	0.0	765.0	6.0	12.0	0.0	0.0	0.0	5.0	1.0	5.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
112	Streptophyta;Bryopsida;Bryales;Bryaceae	10.0	11.0	6.0	0.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0
113	Streptophyta;Bryopsida;Bryales;Bryaceae;Bryum;Bryum argenteum	63.0	18.0	81.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	Streptophyta;Bryopsida;Bryoxiphiales;Bryoxiphiaceae;Bryoxiphium;Bryoxiphium norvegicum	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	Streptophyta;Bryopsida;Dicranales	139.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	Streptophyta;Bryopsida;Dicranales;Fissidentaceae;Fissidens	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117	Streptophyta;Bryopsida;Dicranales;Fissidentaceae;Fissidens;Fissidens bryoides	7.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum	72.0	42.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	706.0	3.0	5.0	0.0	0.0	0.0	704.0	3.0	5.0	0.0	0.0	0.0
119	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum aduncum	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum candidum	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum javense	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum juniperoideum	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum scabrum	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	Streptophyta;Bryopsida;Dicranales;Leucobryaceae;Leucobryum;Leucobryum sp. HIRO-EO-502	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	Streptophyta;Bryopsida;Grimmiales;Seligeriaceae;Seligeria;Seligeria acutifolia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	Streptophyta;Bryopsida;Hypnales	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	Streptophyta;Bryopsida;Hypnales;Hypnaceae;Buckiella	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	Streptophyta;Bryopsida;Hypnales;Plagiotheciaceae	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	Streptophyta;Bryopsida;Hypnales;Plagiotheciaceae;Plagiothecium;Plagiothecium latebricola	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	Streptophyta;Bryopsida;Hypnodendrales;Hypnodendraceae;Spiridens;Spiridens muelleri	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	Streptophyta;Bryopsida;Pottiales;Pottiaceae	29.0	10.0	2.0	0.0	0.0	0.0	4.0	58.0	268.0	0.0	0.0	1.0	4.0	60.0	270.0	0.0	0.0	1.0	1.0	3.0	37.0	0.0	0.0	1.0
132	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Chionoloma;Chionoloma tenuirostre	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon	15.0	1.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon;Didymodon spadiceus	11.0	10.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Hydrogonium;Hydrogonium amplexifolium	5.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	Streptophyta;Bryopsida;Pottiales;Pottiaceae;Trichostomum;Trichostomum unguiculatum	241.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	Streptophyta;Bryopsida;Splachnales;Splachnaceae;Tayloria	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	Streptophyta;Bryopsida;Splachnales;Splachnaceae;Tetraplodon;Tetraplodon mnioides	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	Streptophyta;Jungermanniopsida	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
140	Streptophyta;Jungermanniopsida;Fossombroniales;Fossombroniaceae;Fossombronia;Fossombronia angulosa	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	Streptophyta;Jungermanniopsida;Jungermanniales	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	Streptophyta;Jungermanniopsida;Jungermanniales;Plagiochilaceae;Dinckleria;Dinckleria fruticella	5.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	Streptophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;Metzgeria furcata	3.0	163.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	Streptophyta;Jungermanniopsida;Porellales;Porellaceae;Porella	19.0	15.0	20.0	0.0	0.0	0.0	196.0	4.0	4.0	0.0	0.0	0.0	196.0	4.0	4.0	0.0	0.0	0.0	196.0	4.0	4.0	0.0	0.0	0.0
145	Streptophyta;Jungermanniopsida;Porellales;Porellaceae;Porella;Porella arboris-vitae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	Streptophyta;Klebsormidiophyceae;Klebsormidiales;;Hormidiella;Hormidiella attenuata	11.0	6.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium	95.0	20.0	153.0	0.0	0.0	3.0	4.0	9.0	286.0	0.0	0.0	0.0	6.0	24.0	321.0	0.0	0.0	0.0	6.0	44.0	369.0	0.0	0.0	0.0
149	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;Klebsormidium elegans	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	Streptophyta;Liliopsida;Poales;Poaceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	All	175630.0	116909.0	221005.0	40.0	11.0	154.0	3859.0	4036.0	4961.0	1.0	0.0	7.0	4608.0	4066.0	4793.0	1.0	0.0	7.0	4182.0	4005.0	4770.0	1.0	0.0	6.0
152	Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Microgle;Microglena monadina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	Chlorophyta;Trebouxiophyceae	0.0	0.0	0.0	0.0	0.0	0.0	69.0	3.0	83.0	0.0	0.0	0.0	0.0	36.0	10.0	0.0	0.0	0.0	15.0	333.0	721.0	0.0	0.0	0.0
155	Chlorophyta;Trebouxiophyceae;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	Streptophyta;;Boraginales;Boraginaceae;Cynoglossum;Cynoglossum amabile	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	Streptophyta;Bryopsida;Bryales;Bryaceae;Bryum	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	299.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
158	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	86.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
159	Basidiomycota;Agaricomycetes;Boletales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	Basidiomycota;Agaricomycetes;Polyporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.0	1.0	0.0	0.0	0.0	0.0	44.0	1.0	0.0	0.0	0.0	0.0
162	Basidiomycota;Tremellomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	106.0	0.0	0.0	0.0
163	Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Gonium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	952.0	575.0	0.0	0.0	1.0	13.0	952.0	575.0	0.0	0.0	1.0
164	Chlorophyta;Mamiellophyceae;Mamiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
166	Chlorophyta;Trebouxiophyceae;Microthamniales;;Elliptochloris;Elliptochloris mari	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
168	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	194.0	0.0	0.0	0.0	5.0	37.0	107.0	0.0	0.0	0.0
169	Mucoromycota;;Umbelopsidales;Umbelopsidaceae;Umbelopsis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1824.0	25.0	10.0	0.0	0.0	3.0	41.0	0.0	0.0	0.0	0.0	0.0
170	Streptophyta;;Asterales;Asteraceae;Chrysanthemum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	4.0	6.0	3.0	1.0	0.0	0.0
171	Streptophyta;;Caryophyllales;Cactaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
172	Streptophyta;;Caryophyllales;Montiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
173	Streptophyta;Bryopsida;Dicranales;Leucobryaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	Basidiomycota;Agaricomycetes;Agaricales;;Acanthocorticium;Acanthocorticium brueggemannii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
175	Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
176	Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
177	Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
178	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus sp. 2 GMB-2014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
179	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Porodaedalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
180	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Porodaedalea;Porodaedalea pini	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
181	Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
182	Basidiomycota;Agaricomycetes;Russulales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
183	Basidiomycota;Agaricomycetes;Sebacinales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	1.0	0.0	0.0	0.0
184	Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
185	Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebaci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	2.0	0.0	0.0	0.0	1.0
186	Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebaci;Sebacina cystidiata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	691.0	12.0	4.0	0.0	0.0	0.0
