	taxon	forward_Hi_sk	merged_Hi_sk	reverse_Hi_sk	unmerged_Hi_sk	forward_Hi_b2	merged_Hi_b2	reverse_Hi_b2	unmerged_Hi_b2
170	Firmicutes;Bacilli;Bacillales;Bacillaceae	14.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
171	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	7.0	0.0	0.0	0.0	20.0	0.0	0.0	5.0
172	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
173	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0
174	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alginolyticus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
176	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	12.0	0.0	0.0	0.0	23.0	0.0	0.0	7.0
177	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	2.0	0.0	0.0	0.0	25.0	0.0	0.0	11.0
178	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	30.0	0.0	0.0	0.0	36.0	0.0	0.0	3.0
179	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica	3.0	0.0	0.0	0.0	14.0	0.0	0.0	3.0
180	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086	8.0	0.0	0.0	0.0	27.0	0.0	0.0	16.0
181	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis	8.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0
182	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira moscoviensis	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp. enrichment culture clone LD3	3.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
184	Planctomycetes	73.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
185	Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa	62.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
186	Planctomycetes;Planctomycetia	3.0	0.0	0.0	0.0	30.0	0.0	0.0	9.0
187	Planctomycetes;Planctomycetia;Planctomycetales	92.0	0.0	0.0	0.0	226.0	0.0	0.0	29.0
188	Planctomycetes;Planctomycetia;Planctomycetales;;;Nostocoida limicola III	91.0	0.0	0.0	0.0	50.0	0.0	0.0	12.0
189	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin6207	1.0	0.0	0.0	0.0	43.0	0.0	0.0	3.0
190	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin7224	6.0	0.0	0.0	0.0	30.0	0.0	0.0	3.0
191	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone E10	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
193	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone phylotype P12	4.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0
194	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin5111	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
195	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae	11.0	0.0	0.0	0.0	28.0	0.0	0.0	1.0
196	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata	39.0	0.0	0.0	0.0	99.0	0.0	0.0	8.0
197	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata obscuriglobus	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Br1-2	1.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0
199	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io1-6	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
200	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. SD2-6	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
201	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae	3.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0
202	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Singulisphaera;Singulisphaera acidiphila	7.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
204	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae	14.0	0.0	0.0	0.0	31.0	0.0	0.0	9.0
205	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia maris	4.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0
206	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula staleyi	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
207	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
208	Proteobacteria	261.0	0.0	0.0	0.0	26.0	0.0	0.0	4.0
209	Proteobacteria;Alphaproteobacteria	75.0	0.0	0.0	0.0	59.0	0.0	0.0	12.0
210	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	11.0	0.0	0.0	0.0	17.0	0.0	0.0	2.0
211	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis biprosthecium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
213	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
214	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. enrichment culture	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp.	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
217	Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
218	Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium	4.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0
219	Proteobacteria;Alphaproteobacteria;Rhizobiales	69.0	0.0	0.0	0.0	56.0	0.0	0.0	8.0
220	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;Rhizobiales bacterium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
221	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
222	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
223	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia indica	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
225	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	16.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0
227	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
228	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia sp.	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
230	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;Pedomicrobium australicum	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
231	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;Rhodomicrobium vannielii	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
232	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	3.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
233	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;Rhodoplanes sp. Z2-YC6860	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	9.0	0.0	0.0	0.0	27.0	0.0	0.0	3.0
235	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	19.0	0.0	0.0	0.0	23.0	0.0	0.0	2.0
236	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium soli	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga	3.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0
238	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp.	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
240	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila;Methylopila capsulata	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
242	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;Methylosinus trichosporium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
244	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
245	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
247	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;Rhodobium orientis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
249	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys	4.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
250	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;Labrys sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
252	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;Xanthobacter autotrophicus	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;Xanthobacter flavus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
255	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria pomeroyi	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	Proteobacteria;Alphaproteobacteria;Rhodospirillales	8.0	0.0	0.0	0.0	13.0	0.0	0.0	15.0
257	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;Reyranella	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;Reyranella;Reyranella sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	71.0	0.0	0.0	0.0	57.0	0.0	0.0	3.0
260	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
262	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter;Granulibacter bethesdensis	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
263	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;Rhodopila globiformis	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
264	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	10.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
265	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas sp.	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	13.0	0.0	0.0	0.0	33.0	0.0	0.0	7.0
267	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
268	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;Skermanella aerolata	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	7.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0
270	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	20.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0
272	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
273	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium yanoikuyae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	62.0	0.0	0.0	0.0	111.0	0.0	0.0	8.0
275	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas polyaromaticivorans	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sediminicola	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	13.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
278	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	Proteobacteria;Betaproteobacteria	58.0	0.0	0.0	0.0	70.0	0.0	0.0	6.0
281	Proteobacteria;Betaproteobacteria;Burkholderiales	107.0	0.0	0.0	0.0	87.0	0.0	0.0	4.0
282	Proteobacteria;Betaproteobacteria;Burkholderiales;;Piscinibacter;Piscinibacter aquaticus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae	63.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
285	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	5.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0
286	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
287	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	5.0	0.0	0.0	0.0	16.0	0.0	0.0	3.0
291	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	28.0	0.0	0.0	0.0	26.0	0.0	0.0	1.0
292	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas aquatica	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
295	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	38.0	0.0	0.0	0.0	58.0	0.0	0.0	10.0
296	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
298	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
299	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium lividum	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	32.0	0.0	0.0	0.0	89.0	0.0	0.0	10.0
302	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia albidiflava	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia eurypsychrophila	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp.	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia timonae	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria;Telluria mixta	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307	Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308	Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	Proteobacteria;Betaproteobacteria;Nitrosomonadales	1.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0
310	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	5.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
311	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	8.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
312	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira sp.	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	Proteobacteria;Betaproteobacteria;Rhodocyclales	1.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0
314	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315	Proteobacteria;Deltaproteobacteria	2.0	0.0	0.0	0.0	24.0	0.0	0.0	5.0
316	Proteobacteria;Deltaproteobacteria;;;;delta proteobacterium SCGC AAA023-D14	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
317	Proteobacteria;Deltaproteobacteria;Myxococcales	16.0	0.0	0.0	0.0	34.0	0.0	0.0	6.0
318	Proteobacteria;Deltaproteobacteria;Myxococcales;;;Myxococcales bacterium Gsoil 473	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
319	Proteobacteria;Deltaproteobacteria;Myxococcales;;;myxobacterium AT3-03	1.0	0.0	0.0	0.0	22.0	0.0	0.0	6.0
320	Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
322	Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
323	Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix luteola	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
324	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
325	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	5.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0
326	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
327	Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	8.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0
329	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
330	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
331	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium	1.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0
332	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium sp.	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
333	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium thaxteri	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
334	Proteobacteria;Gammaproteobacteria	71.0	0.0	0.0	0.0	41.0	0.0	0.0	9.0
335	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio mixtus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
338	Proteobacteria;Gammaproteobacteria;Xanthomonadales	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
339	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	7.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0
340	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
342	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
343	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;;Bacteriovoracaceae bacterium enrichment culture clone MRBiofilm-S-10H	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
344	Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio bacteriovorus	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
