	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2
ASV		Forward	merged	reverse	All	forward	merged	reverse	unmerged	All
649	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. M-43	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
650	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Oceanirhabdus;Oceanirhabdus sediminicola	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
651	Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	31.0
652	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	12.0
653	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium ramulus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
654	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Irregularibacter;Irregularibacter muris	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
655	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
656	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;Lachnospiraceae bacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
657	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Niameybacter;Niameybacter massiliensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
658	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	0.0	0.0	0.0	0.0	7.0	0.0	0.0	20.0	27.0
659	Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
660	Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum reducens	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
661	Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
662	Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
663	Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermovenabulum;Thermovenabulum ferriorganovorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0
664	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	18.0
665	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;;Veillonellaceae bacterium enrichment culture clone MRHull-S-01F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0
666	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0
667	Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
668	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. enrichment culture clone AOCRB-EC-6	0.0	0.0	0.0	0.0	202.0	0.0	0.0	46.0	248.0
669	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
670	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium insidiosum	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
671	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum	0.0	0.0	0.0	0.0	10.0	0.0	0.0	11.0	21.0
672	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira	0.0	0.0	0.0	0.0	24.0	0.0	0.0	65.0	89.0
673	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira enrichment culture clone Ga9-4	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0
674	Planctomycetes;Planctomycetia;;;;Planctomycetia bacterium LP82	0.0	0.0	0.0	0.0	94.0	0.0	0.0	64.0	158.0
675	Planctomycetes;Planctomycetia;;;;Planctomycetia bacterium WSF3-27	0.0	0.0	0.0	0.0	111.0	0.0	0.0	46.0	157.0
676	Planctomycetes;Planctomycetia;Planctomycetales;;;Candidatus Nostocoida acidiphila	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
677	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin7244	0.0	0.0	0.0	0.0	34.0	0.0	0.0	13.0	47.0
678	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone Ac-C5	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	43.0
679	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone B419	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
680	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone Lt-C7	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
681	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin6059	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	37.0
682	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin6062	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	36.0
683	Planctomycetes;Planctomycetia;Planctomycetales;;;metal-contaminated soil clone K20-02	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
684	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Fimbriiglobus;Fimbriiglobus ruber	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	93.0
685	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Ca1-1	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
686	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io4-2	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
687	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io5-6	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
688	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-1	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
689	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-6	0.0	0.0	0.0	0.0	30.0	0.0	0.0	42.0	72.0
690	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Zavarzinella;Zavarzinella formosa	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
691	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera	0.0	0.0	0.0	0.0	10.0	0.0	0.0	126.0	136.0
692	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;Isosphaera sp. Io1-4	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
693	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;Isosphaera sp. SD2-3	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
694	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Singulisphaera;Singulisphaera sp. Io3-4	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
695	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;Planctomycetaceae bacterium D2	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
696	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;Planctomycetaceae bacterium enrichment culture clone CTBE CDB1001D11	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	49.0
697	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSW1318	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
698	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSW3022	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
699	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSe3016	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
700	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSe3021	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	14.0
701	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete LX80	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	107.0
702	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete WWH14	0.0	0.0	0.0	0.0	724.0	0.0	0.0	41.0	765.0
703	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Candidatus Anammoximicrobium;Candidatus Anammoximicrobium moscowii	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
704	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
705	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp. Br1-4	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
706	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	28.0
707	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus;Planctopirus limnophila	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
708	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp. enrichment culture clone Y125	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	33.0
709	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Tuwongella;Tuwongella immobilis	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	28.0
710	Proteobacteria;Alphaproteobacteria;;;;Alphaproteobacteria bacterium IP-45A	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
711	Proteobacteria;Alphaproteobacteria;;;;Alphaproteobacteria bacterium SJ-8G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
712	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium AP-25	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
713	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium CN37	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
714	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium CRIB-04	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
715	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium KC-IT-H1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
716	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium KC-IT-H2	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
717	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium LS7-MT	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
718	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium PWB3	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
719	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium SCGC AAA015-F14	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
720	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium Shinshu-th1	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	69.0
721	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium Z2	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
722	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium zo44	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
723	Proteobacteria;Alphaproteobacteria;;;;bacterium Ellin5003	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
724	Proteobacteria;Alphaproteobacteria;;;;bacterium Ellin5032	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
725	Proteobacteria;Alphaproteobacteria;;;;bacterium Ellin5299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
726	Proteobacteria;Alphaproteobacteria;;;;magnetic coccus MP17	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
727	Proteobacteria;Alphaproteobacteria;;;Candidatus Alysiosphaera;Candidatus Alysiosphaera europeae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
728	Proteobacteria;Alphaproteobacteria;;;Geminicoccus	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
729	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
730	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp. WST6-4	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
731	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. Ema18	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
732	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. WW137	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
733	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	0.0	0.0	0.0	0.0	8.0	0.0	0.0	63.0	71.0
734	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp. URHA0004	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0	21.0
735	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp. enrichment culture clone LplF-80	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
736	Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
737	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;Rhizobiales bacterium URHC032R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	65.0
738	Proteobacteria;Alphaproteobacteria;Rhizobiales;;Bauldia;Bauldia litoralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	14.0
739	Proteobacteria;Alphaproteobacteria;Rhizobiales;;Nordella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
740	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;Beijerinckiaceae bacterium NR174	0.0	0.0	0.0	0.0	93.0	0.0	0.0	39.0	132.0
741	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia sp. M016010	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
742	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia sp. URHD0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	183.0
743	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methyloferula;Methyloferula sp. PAMC 26571	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
744	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium japonicum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
745	Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;Chelatococcus	0.0	0.0	0.0	0.0	8.0	0.0	0.0	109.0	117.0
746	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
747	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;;Hyphomicrobiaceae bacterium WX185	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
748	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	51.0
749	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris;Blastochloris sulfoviridis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
750	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia	0.0	0.0	0.0	0.0	21.0	0.0	0.0	23.0	44.0
751	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia sp. GSM-205	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	49.0
752	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
753	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium;Pelagibacterium halotolerans	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
754	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
755	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0
756	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. L1B49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	13.0
757	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp. DB1703	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
758	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;Methylocystis sp. SC2	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
759	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
760	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium robiniae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
761	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
762	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium sullae	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
763	Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
764	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;Labrenzia sp. SL004A-4A	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
765	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Methylarcula;Methylarcula marina	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
766	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;Roseibacterium sp. HME9693	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
767	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
768	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium mesophilum	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
769	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubrimonas;Rubrimonas cliftonensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
770	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubrimonas;Rubrimonas shengliensis	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
771	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;Rhodospirillales bacterium URHD0088	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
772	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;Rhodospirillales bacterium enrichment culture clone CTBE CDB1001B08	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	318.0
773	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;Acetobacteraceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	53.0
774	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;Acetobacteraceae bacterium W1.09-37	0.0	0.0	0.0	0.0	114.0	0.0	0.0	69.0	183.0
775	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;bacterium Ellin5134	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
776	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma;Acidisoma sp. EECC-196	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
777	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	39.0
778	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera;Acidisphaera sp. C37	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0
779	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera;Acidisphaera sp. NO-15	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
780	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera;Acidisphaera sp. S92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	124.0
781	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter sacchari	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
782	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter sp. VTH-Ai16	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
783	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter hansenii	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
784	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus;Paracraurococcus ruber	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0
785	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus;Paracraurococcus sp.	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0
786	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodovastum;Rhodovastum atsumiense	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
787	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Candidatus Roseomonas massiliae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
788	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas mucosa	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
789	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rubritepida	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0
790	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;Rhodospirillaceae bacterium AW97	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
791	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;Rhodospirillaceae bacterium IA_FO_10	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
792	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum sp. AKB-2008-TE21	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0
793	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum sp. enrichment culture clone yan50	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
794	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum;Caenispirillum deserti	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
795	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum faulkneri	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
796	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;Dongia sp. URHE0060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0
797	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Lacibacterium;Lacibacterium aquatile	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
798	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Limibacillus;Limibacillus halophilus	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
799	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nitrospirillum;Nitrospirillum amazonense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
800	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Niveispirillum	0.0	0.0	0.0	0.0	15.0	0.0	0.0	8.0	23.0
801	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Oceanibaculum	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	32.0
802	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
803	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodocista;Rhodocista sp. AT2107	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
804	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
