	taxon	forward_Mi_sk	merged_Mi_sk	reverse_Mi_sk	unmerged_Mi_sk	forward_Mi_b2	merged_Mi_b2	reverse_Mi_b2	unmerged_Mi_b2
513	Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;Arenicella xantha	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
514	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
515	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio mixtus	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
516	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Pseudomaricurvus;Pseudomaricurvus alcaniphilus	41.0	1.0	0.0	0.0	41.0	1.0	0.0	0.0
517	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus;Saccharophagus degradans	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
518	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter;Teredinibacter turnerae	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae	6.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
520	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;Spongiibacter marinus	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
521	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Zhongshania;Zhongshania aliphaticivorans	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522	Proteobacteria;Gammaproteobacteria;Chromatiales	16.0	0.0	0.0	0.0	44.0	3.0	0.0	0.0
523	Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
524	Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;Rheinheimera aquimaris	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525	Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526	Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiohalomonas;Thiohalomonas denitrificans	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
527	Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus	4.0	0.0	0.0	0.0	48.0	1.0	1.0	0.0
528	Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;Granulosicoccus antarcticus	47.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
529	Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
530	Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella;Wenzhouxiangella sp.	28.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0
531	Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae;Woeseia;Woeseia oceani	38.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
532	Proteobacteria;Gammaproteobacteria;Enterobacterales;;Aranicola;Aranicola proteolyticus	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
534	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Blochmannia;Blochmannia endosymbiont of Camponotus sp.	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535	Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
536	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
537	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;;Coxiella-like endosymbiont	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella siphonis	3.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0
539	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella endosymbiont of Ornithodoros marocanus	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
540	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
541	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
542	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
544	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Panacagrimonas;Panacagrimonas perspica	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
545	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Steroidobacter	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
546	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Steroidobacter;Steroidobacter denitrificans	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
547	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella chejuensis	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
548	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
549	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia;Cobetia marina	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
550	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;Aliikangiella;Aliikangiella marina	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
551	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;Marinobacterium litorale	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;Marinobacterium rhizophilum	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
555	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;Neptunomonas phycophila	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira;Oleispira antarctica	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;Uncultured Pseudospirillum sp.	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
559	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter nivimaris	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	54.0	2.0	0.0	0.0	51.0	3.0	0.0	0.0
562	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sabulinigri	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563	Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
564	Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Achromatium;Achromatium oxaliferum	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
565	Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
566	Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;Leucothrix mucor	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
567	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
568	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
569	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella	7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
570	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella;Dyella ginsengisoli	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria;Frateuria aurantia	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
573	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
574	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas rhizophila	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576	Proteobacteria;Oligoflexia	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
577	Proteobacteria;Oligoflexia;Bacteriovoracales	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
579	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;;Bacteriovoracaceae bacterium enrichment culture clone MRBiofilm-S-10H	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
580	Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581	Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus;Oligoflexus tunisiensis	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
582	Proteobacteria;Oligoflexia;Silvanigrellales	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
583	Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584	Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;Rubrivirga profundi	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
585	Streptophyta	118.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0
586	Streptophyta;;Brassicales;Brassicaceae;Arabidopsis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	Streptophyta;Bryopsida	3.0	0.0	0.0	0.0	120.0	2.0	0.0	0.0
588	Streptophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Orthotrichum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
589	Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;Klebsormidium flaccidum	14.0	1.0	0.0	0.0	14.0	1.0	0.0	0.0
590	Thaumarchaeota	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
591	Thaumarchaeota;;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus maritimus	53.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
592	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
593	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus	28.0	0.0	0.0	0.0	42.0	3.0	0.0	0.0
594	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
595	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596	Unassigned	56.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
597	Verrucomicrobia	4.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
598	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus terrae	22.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
599	Verrucomicrobia;Spartobacteria	288.0	0.0	0.0	0.0	165.0	1.0	0.0	0.0
600	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin506	28.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
601	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin507	19.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0
602	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin511	6.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0
603	Verrucomicrobia;Spartobacteria;;;;uncultivated soil bacterium clone C019	65.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0
604	Verrucomicrobia;Spartobacteria;;;Terrimicrobium;Terrimicrobium sacchariphilum	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
605	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3	32.0	1.0	0.0	0.0	28.0	1.0	0.0	0.0
606	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;unidentified eubacterium RB01	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
607	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;unidentified eubacterium RB24	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
608	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
609	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	7.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0
610	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	4.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
611	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
612	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
613	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter debontii	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
614	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
615	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter vanneervenii	7.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
616	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium;Roseimicrobium gellanilyticum	5.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
617	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium spinosum	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
618	Xanthophyceae;;Vaucheriales;Vaucheriaceae;Vaucheria;Vaucheria litorea	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
619	All	7704.0	251.0	0.0	0.0	8413.0	277.0	1.0	0.0
620	;;Rotaliida;Glabratellidae;Planoglabratella;Planoglabratella opercularis	0.0	0.0	0.0	0.0	55.0	1.0	0.0	0.0
621	;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
622	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;Acidobacteriaceae bacterium Gsoil 1619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
623	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;Acidobacteriaceae bacterium enrichment culture clone ANA-RAS-33	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
624	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin342	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
625	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin6075	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
626	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa;Acidicapsa acidiphila	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
627	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
628	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
629	Acidobacteria;Blastocatellia;;;Aridibacter	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
630	Acidobacteria;Blastocatellia;;;Aridibacter;Aridibacter kavangonensis	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
631	Acidobacteria;Blastocatellia;;;Blastocatella;Blastocatella fastidiosa	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
632	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
633	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
634	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
635	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
636	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas;Aciditerrimonas ferrireducens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
637	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter;Ilumatobacter nonamiensis	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0
638	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
639	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans daechungensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
640	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium IMCC26256	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
641	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium SCGC AAA007-J07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
642	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-L20	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
643	Actinobacteria;Actinobacteria;;;;actinobacterium X19(2008)	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
644	Actinobacteria;Actinobacteria;;;;actinobacterium YJF2-33	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
645	Actinobacteria;Actinobacteria;;;;actinobacterium enrichment culture clone CTBE CDB1001A04	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
646	Actinobacteria;Actinobacteria;;;;actinobacterium enrichment culture clone Lpl4-94	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
647	Actinobacteria;Actinobacteria;;;;bacterium Ellin5004	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
648	Actinobacteria;Actinobacteria;;;;bacterium Ellin5129	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
649	Actinobacteria;Actinobacteria;Actinomycetales	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
650	Actinobacteria;Actinobacteria;Actinomycetales;;;Actinomycetales bacterium 1M83	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
651	Actinobacteria;Actinobacteria;Frankiales	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0
652	Actinobacteria;Actinobacteria;Frankiales;;;Frankineae bacterium URHE0094	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
653	Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
654	Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium;Cryptosporangium sp. URHD0099	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
655	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
656	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;;Frankiaceae bacterium KVD-unk-16	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
657	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
658	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;Frankia elaeagni	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
659	Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya sp.	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
660	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;;Geodermatophilaceae bacterium URHB0047	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
661	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus	0.0	0.0	0.0	0.0	33.0	4.0	0.0	0.0
662	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. CB 286510	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
663	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. URHB0062	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0
664	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Geodermatophilus;Geodermatophilus ruber	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
665	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0
666	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;;bacterium Ellin5024	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
667	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter aerolatus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
668	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Pseudokineococcus;Pseudokineococcus sp. SCSIO 13315	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
669	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
670	Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
671	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
672	Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
673	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;;Intrasporangiaceae bacterium URHA0051	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
674	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0
675	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
676	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
677	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
678	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;Amnibacterium sp. SC-16	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
679	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Clavibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
680	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;Curtobacterium flaccumfaciens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
681	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
682	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cyaneus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
683	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes subtropicus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
684	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes tereljensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
