	taxon	forward_Mi_sk	merged_Mi_sk	reverse_Mi_sk	unmerged_Mi_sk	forward_Mi_b2	merged_Mi_b2	reverse_Mi_b2	unmerged_Mi_b2
173	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia;Gillisia mitskevichiae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
175	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;Gramella sp.	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kriegella;Kriegella aquimaris	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
177	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
178	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter;Lutibacter holmesii	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutimonas;Lutimonas saemankumensis	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter	9.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0
181	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter polysiphoniae	13.0	1.0	0.0	0.0	10.0	1.0	0.0	0.0
182	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter sp.	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
183	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;Mesoflavibacter zeaxanthinifaciens	8.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0
184	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muriicola;Muriicola jejuensis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya;Olleya marilimosa	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter	6.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
187	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;Ulvibacter antarcticus	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
188	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;Ulvibacter litoralis	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
189	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
190	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;Winogradskyella sp.	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
191	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
192	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter;Zeaxanthinibacter enoshimensis	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
193	Bacteroidetes;Saprospiria;Saprospirales	13.0	3.0	0.0	0.0	37.0	3.0	0.0	0.0
194	Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter;Haliscomenobacter hydrossis	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella	11.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0
196	Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella cohaerens	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
197	Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella nigricans	14.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0
198	Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;Rubidimonas;Rubidimonas crustatorum	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
199	Bacteroidetes;Sphingobacteriia;Sphingobacteriales	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
200	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
201	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter calamicampi	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
202	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
204	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp.	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
206	Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;Caldithrix palaeochoryensis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	Candidatus Tectomicrobia;;;;Candidatus Entotheonella;Candidatus Entotheonella palauensis	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
208	Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;Candidatus Protochlamydia amoebophila	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	2.0	0.0	0.0	0.0	22.0	2.0	0.0	0.0
210	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
212	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;;Caldilineaceae bacterium enrichment culture clone Ac-G2	3.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
213	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila	15.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
214	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Candidatus Chloroploca;Candidatus Chloroploca asiatica	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
215	Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
216	Chloroflexi;Thermomicrobia	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
217	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus	34.0	2.0	0.0	0.0	27.0	1.0	0.0	0.0
218	Chlorophyta	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
219	Chlorophyta;Chlorophyceae;Chlamydomonadales;;Ettlia;Ettlia pseudoalveolaris	3.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0
220	Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas peterfii	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
221	Chlorophyta;Chlorophyceae;Chlorosarcinales;;Chlorosarcina;Chlorosarcina brevispinosa	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
222	Chlorophyta;Trebouxiophyceae	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
223	Chlorophyta;Trebouxiophyceae;;;Myrmecia;Myrmecia israelensis	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
224	Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella sp. NUA-2014-3	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
225	Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Lobosphaera;Lobosphaera incisa	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
226	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiolopsis;Prasiolopsis sp. SAG 84.81	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
227	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	1.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0
228	Cyanobacteria	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	Cyanobacteria;;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;Chroococcidiopsis sp. 28B	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
230	Cyanobacteria;;Oscillatoriales;Microcoleaceae;Microcoleus;Microcoleus steenstrupii	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	Cyanobacteria;;Oscillatoriales;Microcoleaceae;Microcoleus;Microcoleus vaginatus	9.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0
232	Cyanobacteria;;Synechococcales;Leptolyngbyaceae;Trichocoleus;Trichocoleus desertorum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
233	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
234	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp.	8.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0
235	Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;Truepera radiovictrix	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
236	Euryarchaeota;Thermoplasmata;Thermoplasmatales;;;Thermoplasmatales archaeon Gpl	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	Eustigmatophyceae;;Eustigmatales	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	Firmicutes	37.0	2.0	0.0	0.0	24.0	1.0	0.0	0.0
239	Firmicutes;Bacilli	12.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0
240	Firmicutes;Bacilli;Bacillales	21.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0
241	Firmicutes;Bacilli;Bacillales;Bacillaceae	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
242	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	11.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0
243	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus circulans	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus decolorationis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus nealsonii	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thermoamylovorans	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus;Psychrobacillus psychrodurans	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
249	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	Firmicutes;Bacilli;Bacillales;Planococcaceae	8.0	2.0	0.0	0.0	9.0	1.0	0.0	0.0
251	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
252	Firmicutes;Clostridia;Clostridiales	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
253	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-69	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
254	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
255	Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;Ilyobacter polytropus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	11.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0
257	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	9.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
258	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	29.0	2.0	0.0	0.0	13.0	1.0	0.0	0.0
259	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica	20.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0
260	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086	1.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0
261	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis	15.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
262	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album	6.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
263	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
264	NA;;Rotaliida	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	NA;;Rotaliida;Glabratellidae;Planoglabratella;Planoglabratella opercularis	101.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
266	Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
267	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
268	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira marina	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
269	Planctomycetes	27.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
270	Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa	16.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
271	Planctomycetes;Planctomycetia	75.0	4.0	0.0	0.0	28.0	1.0	0.0	0.0
272	Planctomycetes;Planctomycetia;;;;Planctomycetia bacterium LP82	38.0	0.0	0.0	0.0	91.0	1.0	0.0	0.0
273	Planctomycetes;Planctomycetia;Planctomycetales	134.0	0.0	0.0	0.0	178.0	2.0	0.0	0.0
274	Planctomycetes;Planctomycetia;Planctomycetales;;;Nostocoida limicola III	84.0	2.0	0.0	0.0	38.0	1.0	0.0	0.0
275	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin6207	7.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
276	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin7224	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
277	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone E10	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone Lt-C7	12.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0
279	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin6059	9.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
280	Planctomycetes;Planctomycetia;Planctomycetales;;;metal-contaminated soil clone K20-02	1.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
281	Planctomycetes;Planctomycetia;Planctomycetales;;;unidentified planctomycete	6.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
282	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata	7.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
283	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata obscuriglobus	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Br1-2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
285	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. SD2-6	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
286	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae	2.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
287	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae	76.0	1.0	0.0	0.0	212.0	3.0	0.0	0.0
288	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;Gemmata-like str. CJuql4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
289	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete LX80	2.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
290	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete MS1316	1.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
291	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete WWH14	4.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
292	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete str. 567	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
293	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Bythopirellula;uncultiured Bythopirellula sp.	7.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
294	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstia;Fuerstia marisgermanicae	7.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
295	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia maris	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
296	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Mariniblastus;Mariniblastus fucicola	4.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
297	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula	15.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
298	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp.	223.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0
299	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp. Br1-4	3.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
300	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula staleyi	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.	47.0	1.0	0.0	0.0	12.0	1.0	0.0	0.0
302	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula	3.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
303	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula lusitana	23.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
304	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Roseimaritima;Roseimaritima ulvae	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubripirellula;Rubripirellula obstinata	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306	Proteobacteria	216.0	4.0	0.0	0.0	32.0	0.0	0.0	0.0
307	Proteobacteria;Alphaproteobacteria	87.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
308	Proteobacteria;Alphaproteobacteria;;;;Alphaproteobacteria bacterium	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium EXPOSESPACE_OU21	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
310	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium zo44	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
311	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	19.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0
312	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis biprosthecium	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
313	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis excentricus	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
314	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	6.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
315	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas bullata	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp.	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
317	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas subvibrioides	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
318	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	13.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
319	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter fusiformis	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
320	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp.	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. enrichment culture	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium koreense	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp.	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324	Proteobacteria;Alphaproteobacteria;Rhizobiales	77.0	2.0	0.0	0.0	98.0	3.0	0.0	0.0
325	Proteobacteria;Alphaproteobacteria;Rhizobiales;;Methyloceanibacter;Methyloceanibacter caenitepidi	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
326	Proteobacteria;Alphaproteobacteria;Rhizobiales;;Nordella;Nordella oligomobilis	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia indica	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
329	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;Bosea thiooxidans	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	17.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
331	Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;Chelatococcus	9.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0
332	Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;Chelatococcus;Chelatococcus daeguensis	32.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
333	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris;Blastochloris sulfoviridis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia	2.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
335	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia sp.	46.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0
336	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia subaequoris	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
338	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium sp.	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
339	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Maritalea;Maritalea porphyrae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
340	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	15.0	0.0	0.0	0.0	38.0	1.0	0.0	0.0
342	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	17.0	2.0	0.0	0.0	23.0	1.0	0.0	0.0
343	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium adhaesivum	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium soli	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
