	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2
438	Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium sp. H-251	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
439	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;;Intrasporangiaceae bacterium URHA0051	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0
440	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinicoccus;Ornithinicoccus sp. YJ01	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
441	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus	0.0	0.0	0.0	0.0	0.0	0.0	244.0	3.0	0.0	0.0	0.0	0.0
442	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0
443	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter	0.0	0.0	0.0	0.0	0.0	0.0	199.0	1.0	0.0	0.0	0.0	0.0
444	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	2.0	0.0	0.0	0.0
445	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
446	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cyaneus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
447	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sp. TD028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
448	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	14.0	0.0	0.0	0.0
449	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	13.0	0.0	0.0	0.0
450	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora chokoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
451	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Spirilliplanes;Spirilliplanes yamanashiensis	0.0	0.0	0.0	0.0	0.0	0.0	642.0	230.0	740.0	0.0	0.0	0.0
452	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium	0.0	0.0	0.0	0.0	0.0	0.0	81.0	2.0	42.0	0.0	0.0	0.0
453	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Virgisporangium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
454	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	7.0	0.0	0.0	0.0
455	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella sp. L1886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
456	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium	0.0	0.0	0.0	0.0	0.0	0.0	13.0	76.0	98.0	0.0	0.0	0.0
457	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. TR-24	0.0	0.0	0.0	0.0	0.0	0.0	35.0	13.0	31.0	0.0	0.0	0.0
458	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42	0.0	0.0	0.0	0.0	0.0	0.0	51.0	32.0	109.0	0.0	0.0	0.0
459	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp. W1.09-48	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0
460	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 21	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
461	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. SS2	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
462	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora	0.0	0.0	0.0	0.0	0.0	0.0	164.0	54.0	62.0	0.0	0.0	0.0
463	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sediminis	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
464	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp. 232068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
465	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0
466	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. D2B56	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
467	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
468	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	17.0	0.0	0.0	0.0
469	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora sp. SCAUEIIIA1l-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
470	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus sp. AL.Anaerobic.1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
471	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lavendulae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
472	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. ID01-12c	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
473	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
474	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
475	Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0
476	Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
477	Actinobacteria;Nitriliruptoria;Egibacterales;Egibacteraceae;Egibacter;Egibacter rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	41.0	0.0	0.0	0.0
478	Actinobacteria;Rubrobacteria	0.0	0.0	0.0	0.0	0.0	0.0	42.0	80.0	76.0	0.0	0.0	0.0
479	Actinobacteria;Rubrobacteria;;;;bacterium Ellin301	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	14.0	0.0	0.0	0.0
480	Actinobacteria;Rubrobacteria;;;;bacterium Ellin325	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
481	Actinobacteria;Rubrobacteria;;;;bacterium Ellin504	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10.0	98.0	0.0	0.0	0.0
482	Actinobacteria;Rubrobacteria;;;;bacterium Ellin5082	0.0	0.0	0.0	0.0	0.0	0.0	22.0	11.0	33.0	0.0	0.0	0.0
483	Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella	0.0	0.0	0.0	0.0	0.0	0.0	375.0	168.0	567.0	0.0	0.0	0.0
484	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter indioceani	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0
485	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter taiwanensis	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	0.0	0.0
486	Actinobacteria;Thermoleophilia	0.0	0.0	0.0	0.0	0.0	0.0	50.0	3.0	10.0	0.0	0.0	0.0
487	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp.	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
488	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. BS10	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
489	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. L1948	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	1.0	0.0	0.0	0.0
490	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	18.0	0.0	0.0	0.0
491	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter	0.0	0.0	0.0	0.0	0.0	0.0	22.0	19.0	30.0	0.0	0.0	0.0
492	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter brassicae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	2.0	0.0	0.0	0.0
493	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter medicamentivorans	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0
494	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0
495	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0
496	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum album	0.0	0.0	0.0	0.0	0.0	0.0	51.0	32.0	152.0	0.0	0.0	0.0
497	Ascomycota;Dothideomycetes	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
498	Ascomycota;Dothideomycetes;;Gloniaceae;Cenococcum;Cenococcum geophilum	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
499	Ascomycota;Dothideomycetes;Pleosporales	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0
500	Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;Delitschia;Delitschia didyma	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
501	Ascomycota;Eurotiomycetes;Chaetothyriales	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
502	Ascomycota;Eurotiomycetes;Chaetothyriales;;;Chaetothyriales sp.	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0
503	Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
504	Ascomycota;Lecanoromycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
505	Ascomycota;Leotiomycetes;Helotiales;Helotiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
506	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
507	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
508	Ascomycota;Sordariomycetes;Sordariales;;Madurella;Madurella mycetomatis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
509	Ascomycota;Sordariomycetes;Xylariales	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
510	Bacillariophyta	0.0	0.0	0.0	0.0	0.0	0.0	95.0	2.0	3.0	0.0	0.0	0.0
511	Bacillariophyta;Bacillariophyceae	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
512	Bacillariophyta;Bacillariophyceae;;;;Endosymbiont of Kryptoperidinium foliaceum	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
513	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Bacillaria;Bacillaria paxillifer	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0
514	Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;Cymbella subturgidula	0.0	0.0	0.0	0.0	0.0	0.0	30.0	4.0	30.0	0.0	0.0	0.0
515	Bacteroidetes;Bacteroidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
516	Bacteroidetes;Bacteroidia;Marinilabiliales	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
517	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
518	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;Chitinophagaceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
519	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sancti	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
520	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. BN130233	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	86.0	0.0	0.0	0.0
521	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. MR-I4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
522	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. Po14a	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	53.0	0.0	0.0	0.0
523	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Compostibacter;Compostibacter hankyongensis	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	29.0	0.0	0.0	0.0
524	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
525	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	58.0	0.0	0.0	0.0
526	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter paludis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0
527	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.0	0.0	0.0	0.0	0.0	0.0	50.0	15.0	94.0	0.0	0.0	1.0
528	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter rigui	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0
529	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4	0.0	0.0	0.0	0.0	0.0	0.0	28.0	5.0	5.0	0.0	0.0	0.0
530	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. Gsoil 439	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
531	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. MDT2-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0
532	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;Niabella ginsenosidivorans	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0
533	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;Niastella gongjuensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
534	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Puia;Puia dinghuensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
535	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter	0.0	0.0	0.0	0.0	0.0	0.0	50.0	15.0	25.0	0.0	0.0	0.0
536	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis	0.0	0.0	0.0	0.0	0.0	0.0	2134.0	106.0	430.0	0.0	0.0	4.0
537	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter sp. A37C11	0.0	0.0	0.0	0.0	0.0	0.0	369.0	21.0	10.0	0.0	0.0	1.0
538	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	36.0	0.0	0.0	0.0
539	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas aquatica	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
540	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas lutea	0.0	0.0	0.0	0.0	0.0	0.0	52.0	4.0	6.0	0.0	0.0	0.0
541	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. URHE0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0
542	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
543	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia koreensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
544	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0
545	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;Nafulsella turpanensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
546	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0
547	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
548	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	101.0	1.0	0.0	0.0	0.0
549	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp. KS35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
550	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp. enrichment culture clone Lpl1-269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
551	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter cavernae	0.0	0.0	0.0	0.0	0.0	0.0	176.0	1.0	0.0	0.0	0.0	0.0
552	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 1N-12	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
553	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 9PNM-21	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0	0.0	0.0
554	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. TAPP3	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0
555	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Siccationidurans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
556	Bacteroidetes;Flavobacteriia;;;;Flavobacteria symbiont 5 of Acromyrmex otcospinosus	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	20.0	0.0	0.0	0.0
557	Bacteroidetes;Flavobacteriia;Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
558	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia hongkongensis	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
559	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;;Flavobacteriaceae bacterium Gu-R-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
560	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. BJSF	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
561	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. IgHE	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
562	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. WO	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
563	Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
564	Bacteroidetes;Sphingobacteriia;Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
565	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;Sphingobacteriales bacterium TP524	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
566	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;;Sphingobacteriaceae bacterium BR5-29	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	106.0	0.0	0.0	0.0
567	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. p2(2011)	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
568	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea sp. ARS-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
569	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38	0.0	0.0	0.0	0.0	0.0	0.0	15.0	24.0	48.0	0.0	0.0	0.0
570	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
571	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0
572	Candidatus Tectomicrobia;;;;Candidatus Entotheonella;Candidatus Entotheonella palauensis	0.0	0.0	0.0	0.0	0.0	0.0	12.0	19.0	0.0	0.0	0.0	0.0
573	Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	237.0	46.0	171.0	0.0	0.0	0.0
574	Chloroflexi;Anaerolineae;;;;anaerobic bacterium MO-CFX2	0.0	0.0	0.0	0.0	0.0	0.0	20.0	9.0	119.0	0.0	0.0	0.0
575	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	0.0	0.0
576	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_120	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
577	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_54	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0
578	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0
