	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2
144	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Siccationidurans;Siccationidurans antarcticus	169.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0
146	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0
147	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
148	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	1.0	0.0	5.0	5.0	0.0	0.0	17.0	0.0	15.0	15.0	0.0	0.0
149	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae	8.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
150	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	7.0	1.0	0.0	0.0	0.0	0.0	15.0	13.0	2.0	0.0	0.0	0.0
151	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gynuensis	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
152	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp.	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter	27.0	11.0	12.0	9.0	0.0	0.0	91.0	11.0	42.0	0.0	0.0	0.0
154	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp.	32.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
155	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea canadensis	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia albida	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	Chloroflexi;;;;Kouleothrix;Kouleothrix aurantiaca	95.0	40.0	142.0	0.0	0.0	1.0	703.0	346.0	1137.0	0.0	0.0	1.0
158	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;;Caldilineaceae bacterium enrichment culture clone Ac-G2	2.0	2.0	1.0	0.0	0.0	0.0	2.0	6.0	8.0	0.0	0.0	0.0
159	Chloroflexi;Thermomicrobia	1.0	2.0	2.0	0.0	0.0	0.0	34.0	16.0	36.0	0.0	0.0	0.0
160	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus	172.0	90.0	166.0	0.0	0.0	0.0	314.0	284.0	362.0	0.0	0.0	0.0
161	Chlorophyta;Chlorophyceae;Chlorosarcinales;;Chlorosarcina;Chlorosarcina brevispinosa	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
162	Chlorophyta;Trebouxiophyceae;;;Myrmecia;Myrmecia israelensis	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
163	Cyanobacteria	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp.	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus sp. 138	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
166	Firmicutes	49.0	39.0	45.0	0.0	0.0	0.0	288.0	49.0	236.0	0.0	0.0	0.0
167	Firmicutes;Bacilli	948.0	475.0	1495.0	0.0	0.0	5.0	82.0	35.0	167.0	0.0	0.0	1.0
168	Firmicutes;Bacilli;Bacillales	189.0	77.0	112.0	0.0	0.0	0.0	68.0	8.0	66.0	0.0	0.0	0.0
169	Firmicutes;Bacilli;Bacillales;;Exiguobacterium	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0
170	Firmicutes;Bacilli;Bacillales;Bacillaceae	142.0	50.0	158.0	0.0	0.0	0.0	203.0	40.0	40.0	0.0	0.0	0.0
171	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	7.0	9.0	20.0	0.0	0.0	0.0	190.0	88.0	91.0	0.0	0.0	0.0
172	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
173	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	1.0	6.0	1.0	0.0	0.0	0.0	36.0	6.0	3.0	3.0	0.0	0.0
174	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alginolyticus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
176	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	16.0	8.0	22.0	0.0	0.0	0.0	191.0	122.0	128.0	0.0	0.0	0.0
177	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	21.0	9.0	81.0	0.0	0.0	1.0	162.0	109.0	339.0	0.0	0.0	1.0
178	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	149.0	17.0	68.0	0.0	0.0	0.0	245.0	23.0	146.0	0.0	0.0	0.0
179	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica	21.0	0.0	2.0	0.0	0.0	0.0	196.0	7.0	64.0	0.0	0.0	0.0
180	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086	56.0	32.0	123.0	0.0	0.0	0.0	202.0	133.0	498.0	0.0	0.0	1.0
181	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis	48.0	6.0	23.0	0.0	0.0	0.0	30.0	21.0	67.0	0.0	0.0	0.0
182	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira moscoviensis	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp. enrichment culture clone LD3	6.0	2.0	7.0	0.0	0.0	0.0	13.0	2.0	12.0	0.0	0.0	0.0
184	Planctomycetes	411.0	143.0	867.0	0.0	0.0	2.0	30.0	13.0	61.0	0.0	0.0	0.0
185	Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa	216.0	75.0	592.0	0.0	0.0	2.0	14.0	5.0	27.0	0.0	0.0	0.0
186	Planctomycetes;Planctomycetia	15.0	0.0	7.0	0.0	0.0	0.0	95.0	93.0	283.0	0.0	0.0	0.0
187	Planctomycetes;Planctomycetia;Planctomycetales	226.0	103.0	297.0	0.0	0.0	1.0	921.0	316.0	2018.0	0.0	0.0	4.0
188	Planctomycetes;Planctomycetia;Planctomycetales;;;Nostocoida limicola III	291.0	93.0	201.0	0.0	0.0	0.0	368.0	223.0	380.0	0.0	0.0	0.0
189	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin6207	4.0	0.0	0.0	0.0	0.0	0.0	255.0	27.0	183.0	0.0	0.0	0.0
190	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin7224	33.0	14.0	56.0	0.0	0.0	0.0	115.0	46.0	259.0	0.0	0.0	1.0
191	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone E10	0.0	5.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
193	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone phylotype P12	16.0	0.0	17.0	0.0	0.0	0.0	16.0	2.0	45.0	0.0	0.0	0.0
194	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin5111	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	22.0	0.0	0.0	0.0
195	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae	9.0	2.0	36.0	0.0	0.0	0.0	37.0	20.0	90.0	0.0	0.0	0.0
196	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata	41.0	36.0	111.0	0.0	0.0	0.0	127.0	100.0	395.0	0.0	1.0	0.0
197	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata obscuriglobus	25.0	17.0	68.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Br1-2	0.0	0.0	3.0	0.0	0.0	0.0	50.0	19.0	159.0	0.0	0.0	0.0
199	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io1-6	7.0	0.0	2.0	0.0	0.0	0.0	14.0	1.0	27.0	0.0	0.0	0.0
200	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. SD2-6	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	12.0	0.0	0.0	0.0
201	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae	2.0	6.0	1.0	0.0	0.0	0.0	109.0	46.0	80.0	0.0	0.0	0.0
202	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis	19.0	6.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Singulisphaera;Singulisphaera acidiphila	14.0	1.0	14.0	0.0	0.0	0.0	6.0	1.0	43.0	0.0	0.0	0.0
204	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae	23.0	27.0	40.0	0.0	0.0	0.0	71.0	129.0	255.0	0.0	0.0	0.0
205	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia maris	7.0	1.0	1.0	0.0	0.0	0.0	17.0	2.0	14.0	0.0	0.0	0.0
206	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula staleyi	2.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
207	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.	2.0	4.0	15.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
208	Proteobacteria	534.0	365.0	1019.0	0.0	0.0	0.0	96.0	58.0	255.0	0.0	0.0	1.0
209	Proteobacteria;Alphaproteobacteria	134.0	55.0	255.0	0.0	0.0	0.0	330.0	183.0	512.0	0.0	0.0	1.0
210	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	28.0	13.0	54.0	0.0	0.0	0.0	105.0	20.0	88.0	0.0	0.0	0.0
211	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis biprosthecium	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	35.0	3.0	4.0	0.0	0.0	0.0	30.0	0.0	3.0	0.0	0.0	0.0
213	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	8.0	8.0	14.0	0.0	0.0	0.0	3.0	5.0	12.0	0.0	0.0	0.0
214	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp.	1.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. enrichment culture	21.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp.	2.0	0.0	3.0	0.0	0.0	0.0	2.0	4.0	25.0	0.0	0.0	0.0
217	Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
218	Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium	7.0	2.0	19.0	0.0	0.0	0.0	7.0	4.0	48.0	0.0	0.0	0.0
219	Proteobacteria;Alphaproteobacteria;Rhizobiales	1207.0	178.0	192.0	0.0	0.0	2.0	764.0	194.0	278.0	0.0	0.0	3.0
220	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;Rhizobiales bacterium	1.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
221	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	2.0	0.0	0.0	0.0	0.0	0.0	177.0	28.0	23.0	0.0	0.0	0.0
222	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia	2.0	1.0	1.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
223	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia indica	97.0	13.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	117.0	10.0	3.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0
225	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea	1.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	189.0	96.0	431.0	0.0	0.0	3.0	300.0	172.0	750.0	0.0	0.0	3.0
227	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	4.0	2.0	6.0	0.0	0.0	0.0	3.0	2.0	5.0	0.0	0.0	0.0
228	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia sp.	8.0	31.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	3.0	2.0	5.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0
230	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;Pedomicrobium australicum	6.0	2.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
231	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;Rhodomicrobium vannielii	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
232	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	6.0	16.0	1.0	0.0	0.0	0.0	5.0	5.0	48.0	0.0	0.0	0.0
233	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;Rhodoplanes sp. Z2-YC6860	41.0	18.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	66.0	16.0	30.0	0.0	0.0	0.0	1136.0	149.0	63.0	0.0	0.0	1.0
235	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	244.0	19.0	14.0	0.0	0.0	0.0	372.0	29.0	16.0	0.0	0.0	0.0
236	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium soli	26.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga	23.0	7.0	5.0	0.0	0.0	3.0	44.0	149.0	61.0	0.0	0.0	1.0
238	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp.	33.0	76.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae	2.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	10.0	0.0	0.0	0.0
240	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila;Methylopila capsulata	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	13.0	7.0	18.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
242	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;Methylosinus trichosporium	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	4.0	6.0	13.0	0.0	0.0	0.0	4.0	6.0	13.0	0.0	0.0	0.0
244	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	7.0	4.0	16.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0
245	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia	3.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	8.0	1.0	14.0	0.0	0.0	0.0	8.0	1.0	14.0	0.0	0.0	0.0
247	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;Rhodobium orientis	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	4.0	1.0	6.0	0.0	0.0	0.0	88.0	11.0	67.0	0.0	0.0	0.0
249	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys	3.0	7.0	12.0	0.0	0.0	0.0	4.0	10.0	28.0	0.0	0.0	0.0
250	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;Labrys sp.	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	72.0	63.0	172.0	0.0	0.0	1.0	8.0	3.0	10.0	0.0	0.0	0.0
252	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;Xanthobacter autotrophicus	96.0	14.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;Xanthobacter flavus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	41.0	11.0	13.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0
255	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria pomeroyi	4.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	Proteobacteria;Alphaproteobacteria;Rhodospirillales	44.0	9.0	89.0	0.0	0.0	0.0	170.0	123.0	333.0	0.0	0.0	0.0
257	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;Reyranella	18.0	16.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	Proteobacteria;Alphaproteobacteria;Rhodospirillales;;Reyranella;Reyranella sp.	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	443.0	41.0	33.0	0.0	0.0	0.0	442.0	67.0	75.0	0.0	0.0	0.0
260	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	41.0	2.0	2.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
262	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter;Granulibacter bethesdensis	27.0	12.0	9.0	0.0	0.0	0.0	3.0	10.0	8.0	0.0	0.0	0.0
263	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;Rhodopila globiformis	16.0	1.0	1.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0
264	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	113.0	10.0	12.0	0.0	0.0	0.0	12.0	3.0	2.0	0.0	0.0	0.0
265	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas sp.	23.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	106.0	36.0	237.0	0.0	0.0	0.0	300.0	148.0	342.0	0.0	0.0	0.0
267	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	4.0	2.0	9.0	0.0	0.0	0.0	3.0	2.0	5.0	0.0	0.0	0.0
268	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;Skermanella aerolata	173.0	75.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	28.0	12.0	35.0	0.0	0.0	0.0	55.0	11.0	33.0	0.0	0.0	0.0
270	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	3.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	25.0	25.0	30.0	0.0	0.0	0.0	222.0	209.0	266.0	0.0	0.0	0.0
272	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	4.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
273	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium yanoikuyae	5.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	803.0	87.0	279.0	0.0	0.0	1.0	2862.0	524.0	1160.0	0.0	0.0	3.0
275	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas polyaromaticivorans	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sediminicola	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	214.0	139.0	179.0	0.0	0.0	0.0	18.0	3.0	12.0	0.0	0.0	0.0
278	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii	1128.0	157.0	337.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
279	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	Proteobacteria;Betaproteobacteria	120.0	48.0	257.0	0.0	0.0	0.0	436.0	171.0	987.0	2.0	0.0	1.0
281	Proteobacteria;Betaproteobacteria;Burkholderiales	668.0	109.0	480.0	0.0	0.0	2.0	2168.0	252.0	589.0	0.0	0.0	2.0
282	Proteobacteria;Betaproteobacteria;Burkholderiales;;Piscinibacter;Piscinibacter aquaticus	18.0	10.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae	2143.0	93.0	195.0	2.0	0.0	2.0	16.0	3.0	8.0	0.0	0.0	0.0
285	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	58.0	1.0	1.0	0.0	0.0	0.0	105.0	97.0	99.0	0.0	0.0	0.0
286	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea	36.0	13.0	184.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
287	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sp.	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia	6.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
